Type,Results
Linear,"[np.float64(-3.5274211836995426), np.float64(-3.5269726720823567), np.float64(-3.526526272401205), np.float64(-3.52069373504085), np.float64(-3.5296273718569515), np.float64(-3.530594135665271), np.float64(-3.5301285595907115), np.float64(-3.5311629761548744), np.float64(-3.535624941274636), np.float64(-3.5501743202933187), np.float64(-3.544141931277389), np.float64(-3.5577421468533825), np.float64(-3.5527826336351858), np.float64(-3.561466249126083), np.float64(-3.5816188854799873), np.float64(-3.5836930626985914), np.float64(-3.5896214890609794), np.float64(-3.612327726769768), np.float64(-3.61964435361143), np.float64(-3.6161030835140906), np.float64(-3.639725205269843), np.float64(-3.663919616402458), np.float64(-3.6689185794646324), np.float64(-3.6809640449371965)]"
Linear,"[np.float64(-3.5242551705473177), np.float64(-3.525957519866166), np.float64(-3.521475806711101), np.float64(-3.5244293863594858), np.float64(-3.5191618513582106), np.float64(-3.51808337270086), np.float64(-3.517703521195652), np.float64(-3.530651189678514), np.float64(-3.535641283311145), np.float64(-3.5424754540855496), np.float64(-3.5389230245882097), np.float64(-3.552652640559613), np.float64(-3.5541029786954708), np.float64(-3.566031547046789), np.float64(-3.5644119216675767), np.float64(-3.5825691367156787), np.float64(-3.59369289208343), np.float64(-3.599159496100211), np.float64(-3.6156169939222305), np.float64(-3.623663598960084), np.float64(-3.634815747761288), np.float64(-3.6547083196638193), np.float64(-3.6667889780174834), np.float64(-3.682957664270875)]"
Linear,"[np.float64(-3.51973034147497), np.float64(-3.520113634000905), np.float64(-3.52046790327908), np.float64(-3.5297682965883617), np.float64(-3.526667888884675), np.float64(-3.5423454214840753), np.float64(-3.527518510306186), np.float64(-3.530468334074757), np.float64(-3.5316153681263325), np.float64(-3.5488299216564214), np.float64(-3.5531999685249245), np.float64(-3.560970413788675), np.float64(-3.5539878116194146), np.float64(-3.569811814673151), np.float64(-3.5718901796151528), np.float64(-3.5924573574864342), np.float64(-3.600495281234001), np.float64(-3.607134693412225), np.float64(-3.6098421289915295), np.float64(-3.6307186200165305), np.float64(-3.640272934498964), np.float64(-3.6550344346644996), np.float64(-3.667317544504211), np.float64(-3.682580360346786)]"
Linear,"[np.float64(-3.520068718054559), np.float64(-3.5215096164978075), np.float64(-3.527718624854958), np.float64(-3.5257055415921883), np.float64(-3.5290974736730694), np.float64(-3.5317511554498635), np.float64(-3.53393734737619), np.float64(-3.53579407192174), np.float64(-3.5456111784112103), np.float64(-3.538549619191998), np.float64(-3.556235424839997), np.float64(-3.5506136171007894), np.float64(-3.569252435730455), np.float64(-3.5615806410150648), np.float64(-3.5835523981124524), np.float64(-3.5880530053561963), np.float64(-3.5943029933549555), np.float64(-3.5986421328830764), np.float64(-3.6208394842847174), np.float64(-3.6231391840455505), np.float64(-3.6381691591883523), np.float64(-3.6492033418585725), np.float64(-3.669550088590796), np.float64(-3.6821374879714313)]"
Linear,"[np.float64(-3.517088004276976), np.float64(-3.5209716490027274), np.float64(-3.5240026647182705), np.float64(-3.5268746404262945), np.float64(-3.519687517251689), np.float64(-3.529456540722336), np.float64(-3.529498826993216), np.float64(-3.5295216503991513), np.float64(-3.5297560322885637), np.float64(-3.5358469404841677), np.float64(-3.543716705614197), np.float64(-3.5578690629548104), np.float64(-3.555636122304554), np.float64(-3.5596785118463026), np.float64(-3.568367936728677), np.float64(-3.58136344960737), np.float64(-3.581957416412343), np.float64(-3.6036888449224262), np.float64(-3.620079933947698), np.float64(-3.6250639508531166), np.float64(-3.6397155782463795), np.float64(-3.659868688161313), np.float64(-3.6662182590560697), np.float64(-3.677895646805034)]"
Linear,"[np.float64(-3.5257390416068213), np.float64(-3.524070877549139), np.float64(-3.524559200508076), np.float64(-3.5185611042163836), np.float64(-3.5123822154744233), np.float64(-3.5263280407732176), np.float64(-3.5231013359076875), np.float64(-3.543443728178856), np.float64(-3.54987878163792), np.float64(-3.5253861943884797), np.float64(-3.549067625470351), np.float64(-3.5487363043618347), np.float64(-3.563286737942404), np.float64(-3.558674634790904), np.float64(-3.5766697354486094), np.float64(-3.584064483552942), np.float64(-3.591202443786778), np.float64(-3.6068030384314387), np.float64(-3.6192817740971335), np.float64(-3.6267041540771072), np.float64(-3.629146702826404), np.float64(-3.663216784700504), np.float64(-3.679741055083193), np.float64(-3.681047040045165)]"
Linear,"[np.float64(-3.5209798722864227), np.float64(-3.5205126470741943), np.float64(-3.5182366352844814), np.float64(-3.5189065251505762), np.float64(-3.520123040127034), np.float64(-3.526534320594912), np.float64(-3.530807864498871), np.float64(-3.5339859249814505), np.float64(-3.541778298157029), np.float64(-3.5382309491644044), np.float64(-3.54163957847475), np.float64(-3.561979803135399), np.float64(-3.5620426676287584), np.float64(-3.5670118270534794), np.float64(-3.5754252565942384), np.float64(-3.5912337996916532), np.float64(-3.5944588892354816), np.float64(-3.601661277909881), np.float64(-3.621810800813681), np.float64(-3.630522498110774), np.float64(-3.6485180275755558), np.float64(-3.6580191841118967), np.float64(-3.6662683311794355), np.float64(-3.6827211841814886)]"
Linear,"[np.float64(-3.520142272941583), np.float64(-3.5274572356996883), np.float64(-3.51054449815638), np.float64(-3.5257916697819294), np.float64(-3.5262251279866654), np.float64(-3.529897341214564), np.float64(-3.529605840008808), np.float64(-3.532525495412969), np.float64(-3.5370626355550723), np.float64(-3.5312488875087458), np.float64(-3.5496282440859526), np.float64(-3.5480562058756164), np.float64(-3.551876731242303), np.float64(-3.5657297484022017), np.float64(-3.5794875972025215), np.float64(-3.5843643773117493), np.float64(-3.6004435447070993), np.float64(-3.600031550558158), np.float64(-3.609723315646264), np.float64(-3.6213046383124525), np.float64(-3.6310168283271143), np.float64(-3.6582775367310454), np.float64(-3.669206149102088), np.float64(-3.6846170858630938)]"
Linear,"[np.float64(-3.5192496607451043), np.float64(-3.525712370401627), np.float64(-3.5131719813742657), np.float64(-3.5169919503485563), np.float64(-3.518002976777831), np.float64(-3.518140183413154), np.float64(-3.5220061657046853), np.float64(-3.5320867126436912), np.float64(-3.538366209188892), np.float64(-3.5480711290603772), np.float64(-3.5514949364350197), np.float64(-3.5415014013955055), np.float64(-3.564461151189488), np.float64(-3.5730674366191097), np.float64(-3.5866067356183557), np.float64(-3.5810786715329184), np.float64(-3.5806603820148655), np.float64(-3.6075992631366756), np.float64(-3.600639613420355), np.float64(-3.6208863967949885), np.float64(-3.6481904134322223), np.float64(-3.657622434658543), np.float64(-3.67283590357325), np.float64(-3.6830790095150023)]"
Linear,"[np.float64(-3.521439848199331), np.float64(-3.520917311059973), np.float64(-3.5265108819474227), np.float64(-3.5262025932649235), np.float64(-3.5232825405684047), np.float64(-3.517427543616481), np.float64(-3.5235164378026593), np.float64(-3.5398676503294513), np.float64(-3.5312216853522074), np.float64(-3.5349263828212716), np.float64(-3.5462670284368984), np.float64(-3.5539522366915968), np.float64(-3.5572359045706055), np.float64(-3.564626622286438), np.float64(-3.579152778034223), np.float64(-3.5773071993686973), np.float64(-3.5807381978293673), np.float64(-3.6094617451115507), np.float64(-3.618727287733332), np.float64(-3.621732662021686), np.float64(-3.6300153431667974), np.float64(-3.663042056067349), np.float64(-3.6789868981417513), np.float64(-3.680919580231919)]"
Nonlinear,"[np.float64(-3.590524021238707), np.float64(-3.549416065461429), np.float64(-3.532147608913334), np.float64(-3.5426583436223638), np.float64(-3.527433989820196), np.float64(-3.5342726217172604), np.float64(-3.537508042955853), np.float64(-3.5303069444635184), np.float64(-3.548129289378892), np.float64(-3.5424457341673747), np.float64(-3.547419285783443), np.float64(-3.5509271884611167), np.float64(-3.5581345467630143), np.float64(-3.569117861700221), np.float64(-3.57173384482698), np.float64(-3.5875413929510955), np.float64(-3.5945162890730558), np.float64(-3.6163466801712616), np.float64(-3.6214807481738944), np.float64(-3.6306410835996985), np.float64(-3.645629844200357), np.float64(-3.6609857473340526), np.float64(-3.681242234232627), np.float64(-3.6883828649894213)]"
Nonlinear,"[np.float64(-3.556394960836542), np.float64(-3.5340707221522223), np.float64(-3.5313418325186063), np.float64(-3.5400997006047135), np.float64(-3.528160084624929), np.float64(-3.5245767751959534), np.float64(-3.531106310950335), np.float64(-3.5380196309709504), np.float64(-3.5457013243614206), np.float64(-3.5514292424301104), np.float64(-3.5455658529299825), np.float64(-3.555799773996057), np.float64(-3.5620472579303737), np.float64(-3.564377276561146), np.float64(-3.5729542485112233), np.float64(-3.5892457536681803), np.float64(-3.583488916398778), np.float64(-3.61645185563782), np.float64(-3.6146300021960087), np.float64(-3.635565844452003), np.float64(-3.6488751085767035), np.float64(-3.6585795724579953), np.float64(-3.6700423054184057), np.float64(-3.694435717666238)]"
Nonlinear,"[np.float64(-3.5758781660020986), np.float64(-3.545968865616942), np.float64(-3.562536779438517), np.float64(-3.5418960845171057), np.float64(-3.534894887958046), np.float64(-3.5244300699245343), np.float64(-3.5203791805542632), np.float64(-3.5391285036210007), np.float64(-3.5344877330905007), np.float64(-3.53514595824479), np.float64(-3.5476303783437686), np.float64(-3.549871211336736), np.float64(-3.568259943306579), np.float64(-3.565054606890101), np.float64(-3.5701978877757483), np.float64(-3.584427716146223), np.float64(-3.5973263929693076), np.float64(-3.6109803716242936), np.float64(-3.619909354878132), np.float64(-3.62943737765562), np.float64(-3.6565902079298667), np.float64(-3.6596028142755586), np.float64(-3.679435877768583), np.float64(-3.6887601595018396)]"
Nonlinear,"[np.float64(-3.5757714138902656), np.float64(-3.5492388023712635), np.float64(-3.5375128100486677), np.float64(-3.527206663554878), np.float64(-3.539028160418212), np.float64(-3.528686948261843), np.float64(-3.5325220774390473), np.float64(-3.5264632190566267), np.float64(-3.539892741565751), np.float64(-3.5352510839985882), np.float64(-3.5505211559243435), np.float64(-3.5447251584858037), np.float64(-3.5562670196867714), np.float64(-3.5692653116038002), np.float64(-3.5726011672172717), np.float64(-3.5909025002879957), np.float64(-3.6054103679297214), np.float64(-3.6083039483976336), np.float64(-3.6221399123768947), np.float64(-3.633580122569583), np.float64(-3.6490639872273505), np.float64(-3.6579817798452723), np.float64(-3.6737720485064074), np.float64(-3.6844784944294133)]"
Nonlinear,"[np.float64(-3.564846181322025), np.float64(-3.5388568201655914), np.float64(-3.533040461426296), np.float64(-3.5348502008200455), np.float64(-3.5237535514903087), np.float64(-3.527676808701263), np.float64(-3.521862659145725), np.float64(-3.5179056007041405), np.float64(-3.530956038085648), np.float64(-3.5265742639267064), np.float64(-3.5504243432523452), np.float64(-3.5466853753503926), np.float64(-3.5625595029916397), np.float64(-3.5691408128696764), np.float64(-3.5835806578734832), np.float64(-3.5984987090840264), np.float64(-3.607137144947501), np.float64(-3.6077615449597147), np.float64(-3.627307474006898), np.float64(-3.637735403704042), np.float64(-3.6423985780462544), np.float64(-3.662249581035553), np.float64(-3.6745672919134904), np.float64(-3.6917823270355257)]"
Nonlinear,"[np.float64(-3.5561782476372628), np.float64(-3.5420356516219016), np.float64(-3.529787638859105), np.float64(-3.5445897907536903), np.float64(-3.5511313460908127), np.float64(-3.536807101041731), np.float64(-3.531825773158676), np.float64(-3.526543279439146), np.float64(-3.5398583139686712), np.float64(-3.540714244970431), np.float64(-3.5424383154496084), np.float64(-3.548128119684975), np.float64(-3.5616519996894453), np.float64(-3.5714810898930978), np.float64(-3.5834531732769506), np.float64(-3.581034325731224), np.float64(-3.591274736106925), np.float64(-3.612345089765199), np.float64(-3.619332877539705), np.float64(-3.6335728955207287), np.float64(-3.6542888661932693), np.float64(-3.6605761637142678), np.float64(-3.6744300213290444), np.float64(-3.687560753340904)]"
Nonlinear,"[np.float64(-3.5665791196776695), np.float64(-3.5366976637671996), np.float64(-3.5455821275055257), np.float64(-3.529829423141024), np.float64(-3.535374390168272), np.float64(-3.5285208121557616), np.float64(-3.5256108064124847), np.float64(-3.5400424669373862), np.float64(-3.531452020525947), np.float64(-3.5516837664857555), np.float64(-3.5450212329120987), np.float64(-3.557908888483368), np.float64(-3.5609822336470227), np.float64(-3.563499074648888), np.float64(-3.5896122236853074), np.float64(-3.5899293349904156), np.float64(-3.5963516703030223), np.float64(-3.6011760540916384), np.float64(-3.621604830605719), np.float64(-3.6439481586182865), np.float64(-3.6374969141795646), np.float64(-3.6614832302551577), np.float64(-3.675372754596765), np.float64(-3.6860149070535044)]"
Nonlinear,"[np.float64(-3.5601725785884923), np.float64(-3.533284238444196), np.float64(-3.53377786095416), np.float64(-3.525279762110614), np.float64(-3.5251020379703846), np.float64(-3.5250747689570545), np.float64(-3.540206781391589), np.float64(-3.5349456245213986), np.float64(-3.529337079874713), np.float64(-3.5379019713590196), np.float64(-3.549100655285102), np.float64(-3.546552521973979), np.float64(-3.5556511733045966), np.float64(-3.5566666608192463), np.float64(-3.5760524030980037), np.float64(-3.578471614782501), np.float64(-3.5966975495332463), np.float64(-3.615871097298111), np.float64(-3.616798773780829), np.float64(-3.6284502202505564), np.float64(-3.643273120008871), np.float64(-3.663034761669792), np.float64(-3.670665613653682), np.float64(-3.686112439933595)]"
Nonlinear,"[np.float64(-3.5565187096198088), np.float64(-3.566158867853119), np.float64(-3.5351669478143606), np.float64(-3.5452673344218226), np.float64(-3.5286586353034295), np.float64(-3.5245483256144183), np.float64(-3.5196950977290555), np.float64(-3.53738431692544), np.float64(-3.5279008973690615), np.float64(-3.5406479247735945), np.float64(-3.5451368938322467), np.float64(-3.543737439281756), np.float64(-3.563992026051249), np.float64(-3.5628042438488023), np.float64(-3.586687878769709), np.float64(-3.589097393802831), np.float64(-3.5934056065124764), np.float64(-3.6172600607008008), np.float64(-3.628057892964307), np.float64(-3.6382084803109365), np.float64(-3.6555850879875607), np.float64(-3.6572819896115334), np.float64(-3.6777212361973852), np.float64(-3.6927719404379786)]"
Nonlinear,"[np.float64(-3.5715114723161037), np.float64(-3.548446524167133), np.float64(-3.541927171721767), np.float64(-3.533072364334174), np.float64(-3.5389605624961433), np.float64(-3.5235139186556808), np.float64(-3.5242591524816973), np.float64(-3.5381122417794835), np.float64(-3.541261882100514), np.float64(-3.538165502290843), np.float64(-3.545849957366215), np.float64(-3.5496525985715977), np.float64(-3.560180916396888), np.float64(-3.5718583631501417), np.float64(-3.5721951858951684), np.float64(-3.58366561179497), np.float64(-3.601518519008266), np.float64(-3.61182120340618), np.float64(-3.627589640955307), np.float64(-3.642132048088797), np.float64(-3.648598537078442), np.float64(-3.6563779850478113), np.float64(-3.6793519944831132), np.float64(-3.6862721914509393)]"
Nonlinear,"[np.float64(-3.548588106542695), np.float64(-3.548900506351316), np.float64(-3.533874713210025), np.float64(-3.5336669044030486), np.float64(-3.5359743944071624), np.float64(-3.53228712467736), np.float64(-3.5326265296887485), np.float64(-3.5312554564803866), np.float64(-3.5356210312188874), np.float64(-3.5526733533726684), np.float64(-3.5436627894770822), np.float64(-3.5581522057023562), np.float64(-3.5541619641399222), np.float64(-3.5619711884310448), np.float64(-3.583146357954888), np.float64(-3.5905731540480588), np.float64(-3.6006173301360604), np.float64(-3.6131763797044982), np.float64(-3.6233066402012355), np.float64(-3.638959252861241), np.float64(-3.654206141940449), np.float64(-3.6650117587803948), np.float64(-3.673288616998434), np.float64(-3.694641835382299)]"
Nonlinear,"[np.float64(-3.548210627929194), np.float64(-3.5382083717905175), np.float64(-3.535682701716894), np.float64(-3.5400813873974926), np.float64(-3.526036025819124), np.float64(-3.5167494505568015), np.float64(-3.516254810176335), np.float64(-3.530190723670504), np.float64(-3.535581612031308), np.float64(-3.542282767032175), np.float64(-3.5387383048818606), np.float64(-3.5515376741792295), np.float64(-3.555042292940101), np.float64(-3.566314670901022), np.float64(-3.567969897341868), np.float64(-3.5875534075649966), np.float64(-3.5959815837589417), np.float64(-3.6090461274463905), np.float64(-3.6222021141011282), np.float64(-3.6300085119510186), np.float64(-3.638421848848907), np.float64(-3.659954545190317), np.float64(-3.681639984591129), np.float64(-3.6935420475442697)]"
Nonlinear,"[np.float64(-3.5733063483017986), np.float64(-3.55876015525547), np.float64(-3.534692124831423), np.float64(-3.543663420031237), np.float64(-3.5294192946719107), np.float64(-3.551683335506084), np.float64(-3.527977074500342), np.float64(-3.53338518618898), np.float64(-3.5300911249034215), np.float64(-3.5504178562979973), np.float64(-3.5520390259997896), np.float64(-3.5603584621521236), np.float64(-3.5555350529405985), np.float64(-3.572310249590231), np.float64(-3.575088034440796), np.float64(-3.594334134669367), np.float64(-3.60136864040453), np.float64(-3.612121810369331), np.float64(-3.6131931995733453), np.float64(-3.6334947583774238), np.float64(-3.6459599215422713), np.float64(-3.6603745789759614), np.float64(-3.6830841049081755), np.float64(-3.687733484319324)]"
Nonlinear,"[np.float64(-3.5617542194711405), np.float64(-3.533766445300955), np.float64(-3.5340989196616164), np.float64(-3.5316232180013003), np.float64(-3.53667128095276), np.float64(-3.5424958746817197), np.float64(-3.533783549700545), np.float64(-3.537248914041456), np.float64(-3.547061084096434), np.float64(-3.5371706903483044), np.float64(-3.5581082259701304), np.float64(-3.55053888859716), np.float64(-3.5693422435975037), np.float64(-3.56610070002489), np.float64(-3.5854651332683716), np.float64(-3.5888830175614146), np.float64(-3.5964067244558464), np.float64(-3.6069741385632597), np.float64(-3.627145225815582), np.float64(-3.6300611480224916), np.float64(-3.6450346996032295), np.float64(-3.659468290965151), np.float64(-3.673473711748784), np.float64(-3.692904104846093)]"
Nonlinear,"[np.float64(-3.557296137052674), np.float64(-3.54859648022034), np.float64(-3.5372768364586307), np.float64(-3.533372019929402), np.float64(-3.5162847060059335), np.float64(-3.534159563197221), np.float64(-3.5330892670884992), np.float64(-3.530263230954242), np.float64(-3.5296789325164255), np.float64(-3.5347456751026414), np.float64(-3.5433769906061983), np.float64(-3.5574244072426), np.float64(-3.556589352269782), np.float64(-3.5614065439486637), np.float64(-3.5692726688974687), np.float64(-3.5834551929633562), np.float64(-3.588661905442507), np.float64(-3.6082817942015595), np.float64(-3.6270407430753266), np.float64(-3.6285075626301477), np.float64(-3.6431977335963666), np.float64(-3.666505515931476), np.float64(-3.6805595851683393), np.float64(-3.691009910181492)]"
Nonlinear,"[np.float64(-3.5547774483621595), np.float64(-3.536649992377619), np.float64(-3.5386829901829913), np.float64(-3.539528651463229), np.float64(-3.5211298025517834), np.float64(-3.526609426046363), np.float64(-3.5216025852288624), np.float64(-3.5475475472137674), np.float64(-3.54976819220091), np.float64(-3.5237973424586784), np.float64(-3.5498238905869215), np.float64(-3.5514522437150617), np.float64(-3.564055012956146), np.float64(-3.5623918781835187), np.float64(-3.5765933549233893), np.float64(-3.5868524166598377), np.float64(-3.599484905412396), np.float64(-3.6141644127874315), np.float64(-3.6269927383772824), np.float64(-3.635310145354424), np.float64(-3.633614837202117), np.float64(-3.6710886627070067), np.float64(-3.681465845375442), np.float64(-3.693796119767285)]"
Nonlinear,"[np.float64(-3.5538022378916594), np.float64(-3.5397643480506247), np.float64(-3.540477838089714), np.float64(-3.519259906789502), np.float64(-3.5242965503137498), np.float64(-3.528378813838593), np.float64(-3.5314255575119198), np.float64(-3.5364783573156444), np.float64(-3.541865960464996), np.float64(-3.5372465836668567), np.float64(-3.5418173145538994), np.float64(-3.562722821292695), np.float64(-3.5612648637519158), np.float64(-3.5670447731329844), np.float64(-3.5777549212091913), np.float64(-3.599460051381925), np.float64(-3.600298785729933), np.float64(-3.609192877085661), np.float64(-3.6238465973090683), np.float64(-3.6335216746605283), np.float64(-3.6565863022215126), np.float64(-3.6671802482640032), np.float64(-3.6771304761700776), np.float64(-3.691477217775173)]"
Nonlinear,"[np.float64(-3.569277849065486), np.float64(-3.5451526004320897), np.float64(-3.526659882736567), np.float64(-3.533962433996237), np.float64(-3.52972734807922), np.float64(-3.5321942441767646), np.float64(-3.530152839792567), np.float64(-3.5320746298551597), np.float64(-3.536114834676212), np.float64(-3.52975835154966), np.float64(-3.548937783595008), np.float64(-3.5479188901633734), np.float64(-3.5536907632031784), np.float64(-3.5699135029383626), np.float64(-3.5797095725714883), np.float64(-3.5847233179455884), np.float64(-3.603553466167341), np.float64(-3.6050603058678803), np.float64(-3.615731447415726), np.float64(-3.6324728707371605), np.float64(-3.6472754704311683), np.float64(-3.663110445969096), np.float64(-3.677792424757854), np.float64(-3.6886651082190838)]"
