delta,std
9182.551286839138,4.048070907061042e-10
83.82453438947636,3.789583769320303e-09
0.06441295111113998,1.0628959398158641e-12
0.03280304532113787,0.03314513123884194
0.04487550746638602,0.042350568434284835
0.02806052467004072,0.0315116785755701
0.006222686965427826,0.024759170563670153
0.007997811304559566,0.018506482299791783
0.00923243227382109,0.016143869150942777
0.01580152460001205,0.01133005854862846
0.016869553245334235,0.004844599149776612
0.016014968379255645,0.00471865532059797
0.015122238614361905,0.00389457463358462
0.013788198023169773,0.0031806808435252123
0.011412776233280297,0.001757482373875151
0.010504716209769338,0.0015133933255763816
0.010242695067680163,0.0014667883659125946
