delta,std
3.2960003484643052,10.05945133543247
0.4496567056638223,0.6256423078833234
0.369737068667999,0.4568317370553189
0.29559735899572737,0.3649483901120567
0.26467709510013143,0.33069168194278936
0.2104515980792904,0.27564564259123897
0.20520907500483246,0.26132415425422056
0.1898827501101129,0.24597078608333098
0.19405403935457524,0.23783373849525563
0.18423864626394384,0.22873840579886026
0.17471657630081835,0.21263950231073986
0.15889630033964647,0.19458538183256266
0.14878830507364485,0.18622450894595463
0.1442141430252683,0.18292888374235383
0.13763831947342678,0.1698038432269642
0.12754594914701714,0.16064494746126717
0.12026087847294802,0.15335714682966614
0.11475324920195674,0.1438841706420258
0.11134379382773214,0.13794006879554985
0.10819939190372078,0.1335279098688653
0.10330384467454146,0.13244547504340717
0.10145206565443585,0.13201370323844328
0.1040282799448373,0.1311090226251793
0.10174864788075448,0.12621043858769593
0.0954490128065495,0.12076718872364123
0.09532558077507208,0.119969125159764
0.09493905675625963,0.1172811038902625
0.09376130638854253,0.11572337077670795
0.09271922428679485,0.11330404942459661
0.09506004690411758,0.11599378667917411
0.09398751404646788,0.11369958810532775
0.09261823262828366,0.11170297372027659
0.08937061968879023,0.10731313921804625
0.08821784669669182,0.1038912537014078
0.08569872720137431,0.10117609776710751
0.08214397993469494,0.09845844720590581
0.08292205599932899,0.09956646442838295
0.08119991719130182,0.09670757357760733
0.08085825024899224,0.09683516507224163
0.08311974219897278,0.09801205787297666
0.08129851891286279,0.09665337700258524
0.07929997899273618,0.09470880770920415
0.08042957827404314,0.09522896759990081
0.07975967048918368,0.0949314568346481
0.07916308089938592,0.09217984475275617
0.08041965209639407,0.09298980022776844
0.07800234252856528,0.09209210716328521
0.08004820968031784,0.0932230577850899
0.07839389527177382,0.09151614028360516
0.07555270505688315,0.08901375436664695
0.07550909005976758,0.0881638375495796
0.07354263471524691,0.08707367964530602
0.07097110347537283,0.08535846251723198
0.071336611550027,0.08408592527612706
0.0716523864282887,0.08344779095097928
0.07113201744272335,0.08119644181390688
0.07178522151620001,0.08118612150624259
0.07360099887577061,0.08330741322707866
0.07461282144710474,0.08349000134048647
0.07527955376151686,0.08262620658316959
0.07210776612487343,0.07999219777012032
0.07145996383563548,0.07937317010178772
0.07080994235041758,0.07792606747410413
0.07137712075890686,0.07872361282394037
0.07215855342652062,0.07999329684977942
0.07192734016817778,0.07889132025092706
0.07095435369135425,0.07813782956604293
0.07072409577697822,0.07785329582892496
