delta,std
2.952064779013802,5.432514464826104
2.6249566460574836,8.695343525948712
1.2839913024646976,3.2061903086422623
0.8125812689354208,1.056859810227462
0.7717146437850276,0.9874318425409225
0.6469149402156493,0.8419613555459255
0.5541619698950381,0.7068184876890803
0.5490574371328601,0.6636154646713992
0.526140118679799,0.6536003232537299
0.4873715800799768,0.5967594810895076
0.4420352710974334,0.5615159889956172
0.42790965119325153,0.5368661115578727
0.4318405677330865,0.5167971475198458
0.4297836589985355,0.5178731445307905
0.42709726549369853,0.5094054909446672
0.39075563150502357,0.4816725264542621
0.36665781689123106,0.4502896880632841
0.34524016857334844,0.4289111964444082
0.33552887876176496,0.4198713576121984
0.32117129037216097,0.40922286417637943
0.30450556030661824,0.3897791460504104
0.29570430575614215,0.3824636648855029
0.2837580646896873,0.36971356790226356
0.2892391611789186,0.36751626122665465
0.279002687426231,0.3559045190611714
0.2724258950464147,0.35289192450715345
0.2732469182482043,0.3524747781178414
0.27289480696224894,0.3501870362879171
0.27217622114020956,0.345887699256521
0.2655342733749165,0.3399285660327364
0.2691496037636229,0.3472872049059285
0.26619288761575116,0.34414915879084895
0.26156868311649284,0.33426415414770794
0.2613997075583946,0.33764318489871015
0.25668575615883177,0.3294294743324122
0.2587397423096038,0.332219795414976
0.2570902611020331,0.33116142167298573
0.25178234531130284,0.3253519942450362
0.2513224108648506,0.32731492988205835
0.24661527457606647,0.31915943519870715
0.24167005840246056,0.3118781669655672
0.23568980706315265,0.30689926093275144
0.23793084152195207,0.30542222544864017
0.23540200826060212,0.30191527997217715
0.22746198055034653,0.2911105250886065
0.22698205044157188,0.28989971913330465
0.22384695565985685,0.2878845729422216
0.22502394587398467,0.2865561711651784
0.22107770003202187,0.2817787484013165
0.2198295359750894,0.27647450779056193
0.21598716172418725,0.2701281507317699
0.2134075095238385,0.2683032548499775
0.20975161337190015,0.26251925667759995
0.2045213872741391,0.25570128401970466
0.2036386757426518,0.25385298631864556
0.20115963406746082,0.24863794672276898
0.1994877634653424,0.2463778481717393
0.20720109762778496,0.2547097750251857
0.20208276443388817,0.24875912794877983
0.19619028148471934,0.24358448837131239
0.19253407220332658,0.23784676361904689
0.18856813083908203,0.23388480802978528
0.19038401919678047,0.23495047016968615
0.18701046037577002,0.23186554356769887
0.18230369087143763,0.22610801300828726
0.18232170338174053,0.2229009581914839
0.18461972557901,0.2238146992485165
0.18435779995313706,0.22304583074303508
0.17889352706880093,0.2165886907204152
0.180635864117197,0.21889485026157618
0.18102644347979846,0.21856461509145036
0.17251271875949217,0.21047069358712256
0.17451906581745008,0.21162227657505087
0.16828078035940305,0.20527945791928712
0.16862431099334446,0.20539742797219843
0.1673641908986806,0.20407815774576082
0.1644913069263109,0.20112107647345612
0.1628774204342048,0.19905389675272472
0.15940604947494516,0.1952743148759346
0.15592218018386572,0.19204662086885502
0.15060016963934644,0.18726217069814738
0.1515757879337922,0.18762721939630037
0.14990074724990143,0.18312185900931455
0.15425307798575147,0.1889133964677793
0.15197642600749525,0.18478851351869216
0.15008833206386998,0.18303509942309304
0.15043767225812613,0.18301173872901377
0.1488380230858788,0.18074545502748046
0.14668821741427762,0.1774016220530112
0.14394073840158395,0.17269784212973727
