Type,Results
Linear,"[np.float64(-3.5647506963041375), np.float64(-3.9321769875972663), np.float64(-3.9149032653075793), np.float64(-3.815311010691147), np.float64(-3.5844808812639535), np.float64(-3.5328956466733707), np.float64(-3.5268242062531043), np.float64(-3.525851833313095), np.float64(-3.5056869097928214), np.float64(-3.5060713981617173), np.float64(-3.507139409642218), np.float64(-3.5072017467291188), np.float64(-3.507329189752856), np.float64(-3.528556757768079), np.float64(-3.5246717078784013), np.float64(-3.52607134834721), np.float64(-3.5259191848478415), np.float64(-3.5275743048312016), np.float64(-3.531969963930746), np.float64(-3.531722843172772), np.float64(-3.531700768445562), np.float64(-3.531285608770033), np.float64(-3.5313667504855677), np.float64(-3.5323969109397755), np.float64(-3.531421798627663), np.float64(-3.529980145279746), np.float64(-3.5305556681119037), np.float64(-3.530517393066635), np.float64(-3.5204210282058366), np.float64(-3.518652183703257), np.float64(-3.521324374289567), np.float64(-3.5213234382022485), np.float64(-3.5238465860662815), np.float64(-3.523846856711418), np.float64(-3.523855288543368), np.float64(-3.5247494352840376), np.float64(-3.524585919565924), np.float64(-3.5244536415044245), np.float64(-3.525272958532861), np.float64(-3.52527533298313), np.float64(-3.525290722258247), np.float64(-3.5239192616714208), np.float64(-3.52387312711848), np.float64(-3.523847735630964), np.float64(-3.5229917901565044), np.float64(-3.522973719672325), np.float64(-3.522998020441), np.float64(-3.5229827437157955), np.float64(-3.5230133671400723), np.float64(-3.521928962099571), np.float64(-3.521031475867183), np.float64(-3.52022602027041), np.float64(-3.5204223439418403), np.float64(-3.5196922390610865), np.float64(-3.5204969008122653), np.float64(-3.520807297886084), np.float64(-3.520852163301757), np.float64(-3.5206562522100633), np.float64(-3.520911252821016), np.float64(-3.5209127970996845), np.float64(-3.520914675012298), np.float64(-3.521197262491796), np.float64(-3.520464314489642), np.float64(-3.520754834044918), np.float64(-3.5205778749731653), np.float64(-3.520704100171716), np.float64(-3.5200605124751077), np.float64(-3.519837427504056), np.float64(-3.5198148553164286), np.float64(-3.519228022670483), np.float64(-3.518672629318612), np.float64(-3.5181061607634256), np.float64(-3.5181170881199755), np.float64(-3.519944068155271), np.float64(-3.519856831226486), np.float64(-3.5199417476099315), np.float64(-3.519597172482928), np.float64(-3.5196248863474566), np.float64(-3.5197741970093137), np.float64(-3.51992159209279), np.float64(-3.520076299185586), np.float64(-3.522060631151446), np.float64(-3.521619651190942), np.float64(-3.522789661164881), np.float64(-3.522844053766127), np.float64(-3.52289357527241), np.float64(-3.5232677836172317), np.float64(-3.523213093537514), np.float64(-3.5190326194680663), np.float64(-3.520480187486995), np.float64(-3.520033540134545), np.float64(-3.520058181847126), np.float64(-3.5212025088258985), np.float64(-3.5213700776640136), np.float64(-3.521330610104828), np.float64(-3.5213324674965443), np.float64(-3.5209523875209032), np.float64(-3.5206399431795528), np.float64(-3.5201539970091815), np.float64(-3.519798502128294), np.float64(-3.519827303996075), np.float64(-3.5199790712400576), np.float64(-3.5199882177704405), np.float64(-3.520221103720437), np.float64(-3.5199610494570295), np.float64(-3.519941381519125), np.float64(-3.5199254338061614), np.float64(-3.5199584759430467), np.float64(-3.5195124717019226), np.float64(-3.518975538569751), np.float64(-3.5185670790935886), np.float64(-3.5185559047716564), np.float64(-3.5195776962421617), np.float64(-3.519699166761007), np.float64(-3.5196961071912547), np.float64(-3.519783558481265), np.float64(-3.519815541749139), np.float64(-3.519467361476255), np.float64(-3.5191720510637285), np.float64(-3.5190620733523073), np.float64(-3.5189286766356456), np.float64(-3.518389356987494), np.float64(-3.5191464504673586), np.float64(-3.5191612441739157), np.float64(-3.5191639615729646), np.float64(-3.5194439104405184), np.float64(-3.5196272747216972), np.float64(-3.519821672761984), np.float64(-3.519828517117465), np.float64(-3.519513352543319), np.float64(-3.519211111591254), np.float64(-3.5192361407534007), np.float64(-3.5192367205599346), np.float64(-3.5191570696745944), np.float64(-3.519368168784495), np.float64(-3.5195925862285544), np.float64(-3.5195074645329445), np.float64(-3.5195083447804367), np.float64(-3.5195084646098533), np.float64(-3.519505680757149), np.float64(-3.5197320004783066), np.float64(-3.519783461182733), np.float64(-3.5195724762706835), np.float64(-3.51937708847308), np.float64(-3.5191930855356235), np.float64(-3.5186953995789523), np.float64(-3.5186695033068167), np.float64(-3.5188945417895505), np.float64(-3.518905519716193), np.float64(-3.5189444639255436), np.float64(-3.518930655286873), np.float64(-3.519135032547368), np.float64(-3.5199817117507695)]"
Linear,"[np.float64(-3.5194673088451447), np.float64(-3.516757749010579), np.float64(-3.5178823584476424), np.float64(-3.5178645760766063), np.float64(-3.5214076185200436), np.float64(-3.518823942822034), np.float64(-3.5142933957845233), np.float64(-3.5093785215599365), np.float64(-3.510019247980741), np.float64(-3.5132776707705364), np.float64(-3.5136609296152477), np.float64(-3.515854463689208), np.float64(-3.524579855567406), np.float64(-3.5246720950718213), np.float64(-3.5259286129584093), np.float64(-3.5248024365696935), np.float64(-3.52505384783432), np.float64(-3.5269615239989145), np.float64(-3.527176137778952), np.float64(-3.5272703654628392), np.float64(-3.5274412701975066), np.float64(-3.5278205304176353), np.float64(-3.5278364849915596), np.float64(-3.526465021237269), np.float64(-3.52619610738277), np.float64(-3.526634002289671), np.float64(-3.5160367377526254), np.float64(-3.5161638328688003), np.float64(-3.5133712237317405), np.float64(-3.5133765589826127), np.float64(-3.5134484426366677), np.float64(-3.514531320360789), np.float64(-3.5137861936184924), np.float64(-3.5105274988198114), np.float64(-3.510669464427848), np.float64(-3.5117106799522633), np.float64(-3.511767842969512), np.float64(-3.5117499783249135), np.float64(-3.5096937277254057), np.float64(-3.5102556732703025), np.float64(-3.510610360999059), np.float64(-3.5107494030319977), np.float64(-3.5107169723024305), np.float64(-3.5107910940654588), np.float64(-3.510583197089), np.float64(-3.510407475960009), np.float64(-3.510551717795544), np.float64(-3.5129181570605823), np.float64(-3.5139395060831893), np.float64(-3.5135611125267494), np.float64(-3.513564505589594), np.float64(-3.513495530752816), np.float64(-3.5138453549187547), np.float64(-3.513769871011309), np.float64(-3.5133892158571056), np.float64(-3.5135671998548568), np.float64(-3.514805874498307), np.float64(-3.514807255467211), np.float64(-3.5169592243829544), np.float64(-3.517003984096095), np.float64(-3.516996450498155), np.float64(-3.5170269825627543), np.float64(-3.5172477284041026), np.float64(-3.5172113899919304), np.float64(-3.5168996776765145), np.float64(-3.5155070327495235), np.float64(-3.5155284371041766), np.float64(-3.5159223156050388), np.float64(-3.515904314054753), np.float64(-3.515720542703378), np.float64(-3.515709223848256), np.float64(-3.515501198671457), np.float64(-3.5161415455243437), np.float64(-3.515932743670467), np.float64(-3.5159804425759984), np.float64(-3.516089729416062), np.float64(-3.5161334927858365), np.float64(-3.5163830133552354), np.float64(-3.5165170507091124), np.float64(-3.5165089839667028), np.float64(-3.5160819315696887), np.float64(-3.516082026135405), np.float64(-3.515631642699125), np.float64(-3.515687019818667), np.float64(-3.5156885352162184), np.float64(-3.5159218503312735), np.float64(-3.516027064736051), np.float64(-3.5155458505826402), np.float64(-3.5151893610320033), np.float64(-3.515240531164156), np.float64(-3.51670342208255), np.float64(-3.5167799561187003), np.float64(-3.5166654343971295), np.float64(-3.5168419606749004), np.float64(-3.5168557599321977), np.float64(-3.5168584853817064), np.float64(-3.5174220622110477), np.float64(-3.5155104754137967), np.float64(-3.515672666313808), np.float64(-3.516215892024852), np.float64(-3.5157988061618988), np.float64(-3.5158005823352436), np.float64(-3.5158386948895797), np.float64(-3.5155872529336154), np.float64(-3.514924126478273), np.float64(-3.514622743194404), np.float64(-3.5146620778450663), np.float64(-3.514715349584676), np.float64(-3.514753872171174), np.float64(-3.514891825944215), np.float64(-3.5148921518107876), np.float64(-3.5147130818589147), np.float64(-3.5144980745101266), np.float64(-3.514531893978504), np.float64(-3.514553248882254), np.float64(-3.5147230679748898), np.float64(-3.514647784622), np.float64(-3.5142402625343254), np.float64(-3.514235171505063), np.float64(-3.5142587799208074), np.float64(-3.514252826237632), np.float64(-3.5142418406959166), np.float64(-3.514350161470206), np.float64(-3.514532671300665), np.float64(-3.514752328843093), np.float64(-3.5147841786187444), np.float64(-3.5145641177759384), np.float64(-3.5145546336840656), np.float64(-3.5148022875704727), np.float64(-3.5148227745288985), np.float64(-3.5147279171926034), np.float64(-3.514745527387989), np.float64(-3.5147983984783706), np.float64(-3.5148148496213234), np.float64(-3.514946237009214), np.float64(-3.514752025666113), np.float64(-3.514854119448869), np.float64(-3.5157792935245076), np.float64(-3.5157651742495837), np.float64(-3.515804873224155), np.float64(-3.515812888585034), np.float64(-3.516909691324704), np.float64(-3.516916092193476), np.float64(-3.5168907286014597), np.float64(-3.517407388844744), np.float64(-3.5176832186843927), np.float64(-3.517465031099606), np.float64(-3.5174772990921253), np.float64(-3.5175301113078334), np.float64(-3.5165296628320446), np.float64(-3.516627109988798), np.float64(-3.516429350742479), np.float64(-3.5164157752705605)]"
Linear,"[np.float64(-3.5219862352884532), np.float64(-3.523331546095424), np.float64(-3.5272616487915007), np.float64(-3.5559205267384026), np.float64(-3.55011740163057), np.float64(-3.532605129611887), np.float64(-3.533333459795644), np.float64(-3.5370798568554713), np.float64(-3.5355409175292474), np.float64(-3.539662808882433), np.float64(-3.53310548072436), np.float64(-3.53368577622971), np.float64(-3.5315456324272465), np.float64(-3.529156591491233), np.float64(-3.529198629060788), np.float64(-3.528589425275823), np.float64(-3.5263989129350897), np.float64(-3.5263792875783033), np.float64(-3.5263661803273965), np.float64(-3.526481716222458), np.float64(-3.5248744545058335), np.float64(-3.524110523160722), np.float64(-3.524018702194091), np.float64(-3.522020043756531), np.float64(-3.5220074740338547), np.float64(-3.524113629898151), np.float64(-3.524281326261695), np.float64(-3.5241568863716415), np.float64(-3.5237645194218725), np.float64(-3.5276914447235486), np.float64(-3.5275575905096335), np.float64(-3.5280362665789364), np.float64(-3.5280742189038476), np.float64(-3.5286303784216684), np.float64(-3.528771058347945), np.float64(-3.5308349548076414), np.float64(-3.529835053860741), np.float64(-3.529835200922516), np.float64(-3.5311440304284805), np.float64(-3.531183238181254), np.float64(-3.5325665514815894), np.float64(-3.532585424687657), np.float64(-3.532591436305648), np.float64(-3.532837920902641), np.float64(-3.5313939992920167), np.float64(-3.527721859787323), np.float64(-3.5263083119361536), np.float64(-3.5263064702227807), np.float64(-3.5262945709559532), np.float64(-3.526310028546374), np.float64(-3.5264116824181437), np.float64(-3.5250782677999535), np.float64(-3.523847349882191), np.float64(-3.523892089515204), np.float64(-3.524318710317706), np.float64(-3.5243069773275453), np.float64(-3.5243396735764376), np.float64(-3.523495097312347), np.float64(-3.522834762358289), np.float64(-3.522922756057506), np.float64(-3.522774755024081), np.float64(-3.522533640568086), np.float64(-3.522540045509763), np.float64(-3.522698069315604), np.float64(-3.5231360021741573), np.float64(-3.5232169839953995), np.float64(-3.5234735410612026), np.float64(-3.52293324230916), np.float64(-3.5229394367788007), np.float64(-3.522843453773971), np.float64(-3.523034818162895), np.float64(-3.5230194008333453), np.float64(-3.523031628430247), np.float64(-3.5224041026201425), np.float64(-3.5219657606744255), np.float64(-3.5220354973631744), np.float64(-3.5216004056553705), np.float64(-3.5212018056128707), np.float64(-3.5211148739734197), np.float64(-3.5214006526697075), np.float64(-3.5210704320937913), np.float64(-3.5211031658732215), np.float64(-3.520651771458653), np.float64(-3.5208896996552244), np.float64(-3.520891057835163), np.float64(-3.5202387075738963), np.float64(-3.519776464342081), np.float64(-3.5203265019230625), np.float64(-3.520136571573342), np.float64(-3.5202079114107336), np.float64(-3.5203420788911415), np.float64(-3.5203274241142903), np.float64(-3.520742297139102), np.float64(-3.522417813847409), np.float64(-3.522525741675657), np.float64(-3.5225376373177593), np.float64(-3.5226531788219786), np.float64(-3.5226618331599706), np.float64(-3.522558850975859), np.float64(-3.5222915746619052), np.float64(-3.5223440928934098), np.float64(-3.522370863308037), np.float64(-3.5219749532201248), np.float64(-3.5215060691891775), np.float64(-3.521545683769558), np.float64(-3.5216576971110847), np.float64(-3.5216966095699087), np.float64(-3.5216968510004465), np.float64(-3.521958470286045), np.float64(-3.5219950748232147), np.float64(-3.522159996742847), np.float64(-3.5222335547255508), np.float64(-3.5229543727937913), np.float64(-3.522705839510324), np.float64(-3.5224465928118027), np.float64(-3.5224765961527895), np.float64(-3.522463523573226), np.float64(-3.522108245485833), np.float64(-3.5221454630220466), np.float64(-3.5221472389028263), np.float64(-3.5221365717475113), np.float64(-3.522832693476783), np.float64(-3.522964182508211), np.float64(-3.5229824472719913), np.float64(-3.5230012373895603), np.float64(-3.522444948354265), np.float64(-3.522791551505232), np.float64(-3.5229668241791567), np.float64(-3.523036123303396), np.float64(-3.5232289624669417), np.float64(-3.5232483791198153), np.float64(-3.523649082405929), np.float64(-3.523650597843274), np.float64(-3.5233042696495294), np.float64(-3.5233110675263353), np.float64(-3.52353398061495), np.float64(-3.523796542262951), np.float64(-3.5233438558117642), np.float64(-3.5233572885068614), np.float64(-3.5231826665076067), np.float64(-3.523300076607647), np.float64(-3.5233158655875445), np.float64(-3.5231033319499563), np.float64(-3.5230277452558783), np.float64(-3.522874159176144), np.float64(-3.52304902023562), np.float64(-3.5229627203003795), np.float64(-3.523003743312108), np.float64(-3.5230152718182293), np.float64(-3.5230137320198125), np.float64(-3.5232043873089025), np.float64(-3.5232578214309367), np.float64(-3.523302402168852)]"
Linear,"[np.float64(-3.521986199584975), np.float64(-3.5834194400377597), np.float64(-3.536647963647837), np.float64(-3.53507919404831), np.float64(-3.520525238295324), np.float64(-3.5195444998297853), np.float64(-3.519834210955932), np.float64(-3.5198314953476224), np.float64(-3.5187485502381115), np.float64(-3.5186579141535144), np.float64(-3.513372373927582), np.float64(-3.512658934503226), np.float64(-3.5129024838869896), np.float64(-3.512685364070915), np.float64(-3.513008711365528), np.float64(-3.5131953023832545), np.float64(-3.5147258187069537), np.float64(-3.5132848682228652), np.float64(-3.513226497712148), np.float64(-3.514804872410606), np.float64(-3.5123541013893527), np.float64(-3.5137194654000403), np.float64(-3.513859813698631), np.float64(-3.5135958178263893), np.float64(-3.512540007394398), np.float64(-3.5149444218891954), np.float64(-3.514973811754479), np.float64(-3.5112340740285712), np.float64(-3.5112329953774823), np.float64(-3.5113840302338297), np.float64(-3.511445781132416), np.float64(-3.5109727028815656), np.float64(-3.5110003258337), np.float64(-3.5101071324453215), np.float64(-3.510205509737437), np.float64(-3.510255891886719), np.float64(-3.511106584894718), np.float64(-3.511072823799913), np.float64(-3.51102003766895), np.float64(-3.510998582853807), np.float64(-3.5109889345922647), np.float64(-3.5106615823343073), np.float64(-3.5106509212366923), np.float64(-3.5116597493798625), np.float64(-3.513466838924078), np.float64(-3.5135488089523896), np.float64(-3.514398019262918), np.float64(-3.514474796646346), np.float64(-3.5149169722971405), np.float64(-3.5149211518533607), np.float64(-3.5149684119271867), np.float64(-3.514952820976413), np.float64(-3.515753759623906), np.float64(-3.516280298317635), np.float64(-3.5164622194319115), np.float64(-3.515244440868602), np.float64(-3.51459810255602), np.float64(-3.5138958698240943), np.float64(-3.5138826398111367), np.float64(-3.513991361123427), np.float64(-3.5174344596700955), np.float64(-3.517509587422107), np.float64(-3.5148935844574183), np.float64(-3.513300180027325), np.float64(-3.51320322277941), np.float64(-3.5154281374490255), np.float64(-3.5136407734717303), np.float64(-3.5136312889829746), np.float64(-3.5136519844169283), np.float64(-3.513631893447286), np.float64(-3.5133345451708338), np.float64(-3.513337152891649), np.float64(-3.513819407533955), np.float64(-3.5144333155240584), np.float64(-3.514053054331864), np.float64(-3.513947506833854), np.float64(-3.5143438716536775), np.float64(-3.514339883359242), np.float64(-3.5125896713276425), np.float64(-3.512623410671195), np.float64(-3.512643178164772), np.float64(-3.512954025918906), np.float64(-3.513157266677612), np.float64(-3.513594368412429), np.float64(-3.513577149525527), np.float64(-3.5135846889562194), np.float64(-3.513633008407434), np.float64(-3.5136691802491473), np.float64(-3.513704996092948), np.float64(-3.5139395683412618), np.float64(-3.5139338077677915), np.float64(-3.5139990233727945), np.float64(-3.513997745697025), np.float64(-3.5141996739551336), np.float64(-3.5141921167557264), np.float64(-3.5141890682143373), np.float64(-3.514635605943266), np.float64(-3.514638896266786), np.float64(-3.5146903057420773), np.float64(-3.5155974227026947), np.float64(-3.5171674715241084), np.float64(-3.5171808202299943), np.float64(-3.5172243946815067), np.float64(-3.517261189202609), np.float64(-3.517287598861525), np.float64(-3.5173261654047008), np.float64(-3.5174222247272375), np.float64(-3.5151463739371787), np.float64(-3.5151519101090885), np.float64(-3.515142504695524), np.float64(-3.5148607552485935), np.float64(-3.5148480508221738), np.float64(-3.5148621262730955), np.float64(-3.514672235915365), np.float64(-3.5157973467327617), np.float64(-3.5156439908288646), np.float64(-3.516547646437772), np.float64(-3.5162717687820586), np.float64(-3.5164245190499477), np.float64(-3.5164034120010026), np.float64(-3.516414915863081), np.float64(-3.5164360497124836), np.float64(-3.516662614039403), np.float64(-3.516678029868068), np.float64(-3.51666667612644), np.float64(-3.516237018485109), np.float64(-3.517218510154296), np.float64(-3.517384901482181), np.float64(-3.5178880001493393), np.float64(-3.518109959749714), np.float64(-3.517971237818399), np.float64(-3.5181767439445446), np.float64(-3.5181777156884886), np.float64(-3.5181757092580264), np.float64(-3.5190151225427044), np.float64(-3.517063046815237), np.float64(-3.51706906177097), np.float64(-3.517315795424911), np.float64(-3.5173284759955945), np.float64(-3.5166861141472006), np.float64(-3.516770410663162), np.float64(-3.516767240139671), np.float64(-3.516777421713437), np.float64(-3.5162471856963973), np.float64(-3.5162518009486834), np.float64(-3.516250435742969), np.float64(-3.516249613434809), np.float64(-3.516248165908515), np.float64(-3.5162520500167807), np.float64(-3.516063653609085), np.float64(-3.516199841363522), np.float64(-3.5158995543310176), np.float64(-3.515916853739947)]"
Linear,"[np.float64(-3.4862806714653933), np.float64(-3.481754165682279), np.float64(-3.495852862788177), np.float64(-3.4924252604804344), np.float64(-3.499383675383646), np.float64(-3.5027905643905908), np.float64(-3.514255344193586), np.float64(-3.514686294571261), np.float64(-3.514323044232098), np.float64(-3.5136683036563228), np.float64(-3.5160828505224666), np.float64(-3.516212092989924), np.float64(-3.5181803462391605), np.float64(-3.518194828226689), np.float64(-3.526706535066367), np.float64(-3.5229343203931993), np.float64(-3.5231736091909345), np.float64(-3.530374447529102), np.float64(-3.5318071247800136), np.float64(-3.5316180534515564), np.float64(-3.5319611383217397), np.float64(-3.530520320264286), np.float64(-3.5311368542637442), np.float64(-3.5287384236728405), np.float64(-3.528381272504928), np.float64(-3.528341183144192), np.float64(-3.5283471073976362), np.float64(-3.5282673787556225), np.float64(-3.525163488551664), np.float64(-3.525251728032661), np.float64(-3.5253318773732145), np.float64(-3.5254631450617366), np.float64(-3.528919855461537), np.float64(-3.52876729542097), np.float64(-3.5271862500500633), np.float64(-3.5312765089336806), np.float64(-3.531350649421076), np.float64(-3.5316787006264687), np.float64(-3.5321518121885296), np.float64(-3.5321747387345637), np.float64(-3.5322069044743634), np.float64(-3.532239752877893), np.float64(-3.532200041764934), np.float64(-3.532456833976272), np.float64(-3.5323351993690224), np.float64(-3.5322992866281626), np.float64(-3.5329393389873878), np.float64(-3.531282899201213), np.float64(-3.5311837849418803), np.float64(-3.531216260037975), np.float64(-3.5300653942667855), np.float64(-3.5303690751883923), np.float64(-3.530379705712159), np.float64(-3.530404318300444), np.float64(-3.530345987031721), np.float64(-3.5306828902763057), np.float64(-3.5297437279871993), np.float64(-3.5289785663770776), np.float64(-3.528932117206807), np.float64(-3.530409199291091), np.float64(-3.5344958834660165), np.float64(-3.53451843862226), np.float64(-3.5345109738487697), np.float64(-3.5359259877021394), np.float64(-3.5358582392495146), np.float64(-3.5346776312431265), np.float64(-3.534658050585245), np.float64(-3.535099208877751), np.float64(-3.5356793017160197), np.float64(-3.5357997574555613), np.float64(-3.5356232245908625), np.float64(-3.535352399675041), np.float64(-3.534674955842739), np.float64(-3.534579568910649), np.float64(-3.5344419399849327), np.float64(-3.5347180572666796), np.float64(-3.5356620290783765), np.float64(-3.5346146418962823), np.float64(-3.534345852104583), np.float64(-3.533964832340467), np.float64(-3.5339918518428726), np.float64(-3.5342302451520116), np.float64(-3.534833794480826), np.float64(-3.5335285000149157), np.float64(-3.5335615298073635), np.float64(-3.5321869628021667), np.float64(-3.5321911218649795), np.float64(-3.531272853524848), np.float64(-3.530838918121197), np.float64(-3.5308673515881748), np.float64(-3.530517959439892), np.float64(-3.5307965763131888), np.float64(-3.5307061731077196), np.float64(-3.530620905017413), np.float64(-3.530714495226161), np.float64(-3.5306442782471854), np.float64(-3.5315337932621476), np.float64(-3.5317778965806816), np.float64(-3.5317964150695156), np.float64(-3.5310138098182184), np.float64(-3.5305409527512097), np.float64(-3.530472760456583), np.float64(-3.530650744747948), np.float64(-3.529988180208298), np.float64(-3.530154946648902), np.float64(-3.530166703743929), np.float64(-3.529759693728787), np.float64(-3.529430983544628), np.float64(-3.5294229777115387), np.float64(-3.529408507799639), np.float64(-3.5292097068707937), np.float64(-3.5290040265340847), np.float64(-3.529009684757853), np.float64(-3.528375684254393), np.float64(-3.5284743836057206), np.float64(-3.528724677394318), np.float64(-3.528175556471122), np.float64(-3.528174647385349), np.float64(-3.5277725678511973), np.float64(-3.5277660058342817), np.float64(-3.5275216413068278), np.float64(-3.527516827938209), np.float64(-3.527512341121603), np.float64(-3.5275603739928107), np.float64(-3.5276952875306042), np.float64(-3.5274955656466025), np.float64(-3.5281302168774604), np.float64(-3.5279712004390267), np.float64(-3.5279170549119394), np.float64(-3.528089939380878), np.float64(-3.528212278832956), np.float64(-3.5283871169803382), np.float64(-3.527937850994015), np.float64(-3.5277498828965443), np.float64(-3.5277611924567434), np.float64(-3.5277926165868596), np.float64(-3.527999835002029), np.float64(-3.5276439960736057), np.float64(-3.5271525810383535), np.float64(-3.527381680152599), np.float64(-3.527150312963825), np.float64(-3.5268800314015643), np.float64(-3.5269269365685694), np.float64(-3.526931687474473), np.float64(-3.5270538000337566), np.float64(-3.527289891661287), np.float64(-3.5272892689024498), np.float64(-3.527086371969879), np.float64(-3.527433587270236), np.float64(-3.5274586216611774), np.float64(-3.5274582681413316), np.float64(-3.5274579148969543), np.float64(-3.528206781238964)]"
Linear,"[np.float64(-3.521986178814671), np.float64(-3.5475866728119065), np.float64(-3.535868129167337), np.float64(-3.533038377994347), np.float64(-3.5406735994259027), np.float64(-3.5491388232690415), np.float64(-3.5459318995468245), np.float64(-3.538616724162968), np.float64(-3.538265869416108), np.float64(-3.5383903884785504), np.float64(-3.540221033530801), np.float64(-3.541690899553048), np.float64(-3.5417695730622922), np.float64(-3.5410081509580422), np.float64(-3.540691030492945), np.float64(-3.5405922022796723), np.float64(-3.540860172078444), np.float64(-3.540255315165703), np.float64(-3.5404117054338893), np.float64(-3.54015787378386), np.float64(-3.539970905522524), np.float64(-3.537796142496678), np.float64(-3.532206134568044), np.float64(-3.529427069150563), np.float64(-3.530528458385164), np.float64(-3.525804231919685), np.float64(-3.5257440324303735), np.float64(-3.523459644155365), np.float64(-3.525921343437271), np.float64(-3.5240742332780126), np.float64(-3.5243850855925207), np.float64(-3.5221795421428785), np.float64(-3.5218072557822406), np.float64(-3.5226440206551817), np.float64(-3.5235518793848586), np.float64(-3.524081005330225), np.float64(-3.5278910322678416), np.float64(-3.5278158880415913), np.float64(-3.5269836506989662), np.float64(-3.5271763519218364), np.float64(-3.52721188810139), np.float64(-3.5277533149540443), np.float64(-3.5278734930438964), np.float64(-3.5279198998298567), np.float64(-3.5276465044819427), np.float64(-3.5278616799883786), np.float64(-3.5279531464344385), np.float64(-3.528571428804025), np.float64(-3.5285062468501414), np.float64(-3.528713568211643), np.float64(-3.5251897191701644), np.float64(-3.525369168060442), np.float64(-3.5247234937222154), np.float64(-3.52486156721582), np.float64(-3.522892506497823), np.float64(-3.52282940940547), np.float64(-3.522813675801749), np.float64(-3.525702851805322), np.float64(-3.525840985908517), np.float64(-3.5261164354080403), np.float64(-3.526086254438242), np.float64(-3.526091265449529), np.float64(-3.5261799045333273), np.float64(-3.5262658004999885), np.float64(-3.5253141736007816), np.float64(-3.5252881466354453), np.float64(-3.5249727896788423), np.float64(-3.5251810603461755), np.float64(-3.5254641335633425), np.float64(-3.5255494618169987), np.float64(-3.5257983743983785), np.float64(-3.5263239643401487), np.float64(-3.525597177497779), np.float64(-3.526112733302574), np.float64(-3.524532979186336), np.float64(-3.5250199642625555), np.float64(-3.525005132439927), np.float64(-3.5250832829256535), np.float64(-3.524506401601313), np.float64(-3.5246232262242017), np.float64(-3.524765852841212), np.float64(-3.5248637348733225), np.float64(-3.523942770431967), np.float64(-3.527834475150322), np.float64(-3.5290216079955075), np.float64(-3.5285941881583285), np.float64(-3.528579557062657), np.float64(-3.5286205467137295), np.float64(-3.529996783390814), np.float64(-3.5293124099596573), np.float64(-3.529302293754117), np.float64(-3.5293225099260686), np.float64(-3.5293105824259565), np.float64(-3.529293839531745), np.float64(-3.5294474570693564), np.float64(-3.529375620646425), np.float64(-3.5297466636936674), np.float64(-3.529505479050108), np.float64(-3.529557507805518), np.float64(-3.5296136943757626), np.float64(-3.528943114775685), np.float64(-3.5288128831987913), np.float64(-3.528799679818025), np.float64(-3.5287750710438983), np.float64(-3.5287550348242034), np.float64(-3.5287164598036367), np.float64(-3.5287084820619414), np.float64(-3.528735635075853), np.float64(-3.5289930219865977), np.float64(-3.529171200748084), np.float64(-3.5291110275064397), np.float64(-3.5294324850790955), np.float64(-3.529416821987418), np.float64(-3.529479388474464), np.float64(-3.528634879680368), np.float64(-3.5281460994637435), np.float64(-3.5289233809925302), np.float64(-3.528318232816925), np.float64(-3.5277915439300496), np.float64(-3.5274993312022564), np.float64(-3.52753117682667), np.float64(-3.5275746953195553), np.float64(-3.5272393283943733), np.float64(-3.5272024162744966), np.float64(-3.5272606825050996), np.float64(-3.5272851763098285), np.float64(-3.5271516696261), np.float64(-3.5271472509803807), np.float64(-3.5271442295727087), np.float64(-3.5266829146375707), np.float64(-3.5263708047159517), np.float64(-3.526353526480487), np.float64(-3.5263979704554975), np.float64(-3.526220271883271), np.float64(-3.5262290370493257), np.float64(-3.526195850768274), np.float64(-3.5263601936538485), np.float64(-3.526376337915), np.float64(-3.526616115781288), np.float64(-3.5266336717432702), np.float64(-3.5266950721214934), np.float64(-3.5267036350342713), np.float64(-3.5267570413745686), np.float64(-3.526805733333235), np.float64(-3.527096374277474), np.float64(-3.5279229165951014), np.float64(-3.5279179510587912), np.float64(-3.5279340672722954), np.float64(-3.5279135306200224), np.float64(-3.527870709780547), np.float64(-3.5277947924763526), np.float64(-3.527762127100094), np.float64(-3.527753257035324)]"
