Type,Results
Linear,"[np.float64(-3.0992081716352717), np.float64(-3.096540651681855), np.float64(-3.44364042998584), np.float64(-3.4359868073942907), np.float64(-3.4225520655935844), np.float64(-3.3981763268490086), np.float64(-3.3890634343082535), np.float64(-3.383112931606743), np.float64(-3.4152778133440522), np.float64(-3.41651803587959), np.float64(-3.4046223381119667), np.float64(-3.4079941381039665), np.float64(-3.4276646491085474), np.float64(-3.4281483282736076), np.float64(-3.446038712809157), np.float64(-3.444346004663176), np.float64(-3.4367500523074277), np.float64(-3.4363049928873775), np.float64(-3.436988270400028), np.float64(-3.4367633566755993), np.float64(-3.4380927712561427), np.float64(-3.4435662516054637), np.float64(-3.4421943129974686), np.float64(-3.4422551313204783), np.float64(-3.4380989731472518), np.float64(-3.438263905699431), np.float64(-3.4388573603525794), np.float64(-3.439577207455214), np.float64(-3.4353696438692882), np.float64(-3.4335179709441133), np.float64(-3.4338799422252837), np.float64(-3.433557049056332), np.float64(-3.429788924555253), np.float64(-3.435870255046952), np.float64(-3.434555318060671), np.float64(-3.434820021716293), np.float64(-3.434904321162255), np.float64(-3.435395244426174), np.float64(-3.432475664195344), np.float64(-3.4327819782843783), np.float64(-3.429744220437468), np.float64(-3.4297104838456955), np.float64(-3.4341935298284954), np.float64(-3.4348355034856155), np.float64(-3.436925610735641), np.float64(-3.4377822709303962), np.float64(-3.441369486519018), np.float64(-3.4443365836404416), np.float64(-3.4448421227017803), np.float64(-3.4450292478760307), np.float64(-3.4450428154687245), np.float64(-3.44802903814076), np.float64(-3.4507935782358414), np.float64(-3.453411849580382), np.float64(-3.452950351463465), np.float64(-3.4545181155882316), np.float64(-3.455114014273825), np.float64(-3.458123486654876), np.float64(-3.457869431646678), np.float64(-3.4578809624461018), np.float64(-3.460692276019654), np.float64(-3.463680551782514), np.float64(-3.4625461332118874), np.float64(-3.4602821435138607), np.float64(-3.46055268975603), np.float64(-3.460164493258283), np.float64(-3.459023918682818), np.float64(-3.4620913262971174), np.float64(-3.4628424405657663), np.float64(-3.4623452081900243), np.float64(-3.462327236638007), np.float64(-3.4625399363421474), np.float64(-3.462727686933687), np.float64(-3.4626568905054054), np.float64(-3.4636461296946335), np.float64(-3.463342989251535), np.float64(-3.463098799349856), np.float64(-3.4640928527250505), np.float64(-3.463797003570247), np.float64(-3.4637163075545425), np.float64(-3.4646580800726046), np.float64(-3.463790537012165), np.float64(-3.464572916919554), np.float64(-3.466567305965115), np.float64(-3.4658119946423236), np.float64(-3.4655463266424373), np.float64(-3.4669224893256123), np.float64(-3.465324000651216), np.float64(-3.4665997688137473), np.float64(-3.467470157229494), np.float64(-3.4682130375050564), np.float64(-3.467838448444301), np.float64(-3.468696370966941), np.float64(-3.4692791372653415), np.float64(-3.4690452565528336), np.float64(-3.4698432812310562), np.float64(-3.4698425831077637), np.float64(-3.4717628964036233), np.float64(-3.470235707985169), np.float64(-3.470384739387036), np.float64(-3.4696567164665106), np.float64(-3.4698076675745924), np.float64(-3.4683335657027774), np.float64(-3.470142036049169), np.float64(-3.470099891564126), np.float64(-3.469597831033875), np.float64(-3.468231037208767), np.float64(-3.4680724292856473), np.float64(-3.467428829342375), np.float64(-3.4672856461433934), np.float64(-3.4660562723686503), np.float64(-3.4646481445364543), np.float64(-3.465087130950425), np.float64(-3.465058531275914), np.float64(-3.4638482527985888), np.float64(-3.463315638386967), np.float64(-3.4623504577107074), np.float64(-3.4611255923165807), np.float64(-3.4599617157349902), np.float64(-3.4599253725995203), np.float64(-3.4599119967744025), np.float64(-3.4599893572890963), np.float64(-3.459628323820917), np.float64(-3.4596142145438273), np.float64(-3.45951379838693), np.float64(-3.4594387388961945), np.float64(-3.459331873085876), np.float64(-3.4599617742039106), np.float64(-3.4603941679816668), np.float64(-3.4602180506116964), np.float64(-3.4601876891954255), np.float64(-3.4599046097219883), np.float64(-3.459563182256593), np.float64(-3.4602214679879824), np.float64(-3.4615175974555035), np.float64(-3.460963442981714), np.float64(-3.4608006600325485), np.float64(-3.460633268113254), np.float64(-3.460088168838081), np.float64(-3.4591919108751403), np.float64(-3.458795731702647), np.float64(-3.4585772501473855), np.float64(-3.4581972131909877), np.float64(-3.45839587351478), np.float64(-3.4581095111550333), np.float64(-3.4580955511019233), np.float64(-3.4585012828407757), np.float64(-3.4598965027100235), np.float64(-3.459610852033485), np.float64(-3.4596207078957244), np.float64(-3.4591385891978037), np.float64(-3.4597998135243655), np.float64(-3.458878870397883), np.float64(-3.459563898585974), np.float64(-3.4598602565942373), np.float64(-3.45991410929474), np.float64(-3.4598960816775737), np.float64(-3.459902207673686), np.float64(-3.4597812596298843), np.float64(-3.4597632639758107), np.float64(-3.459654300603181), np.float64(-3.4598450496380337), np.float64(-3.459544434542356), np.float64(-3.4595240469889426), np.float64(-3.4597386427810264), np.float64(-3.4596610279681554), np.float64(-3.4596551142009133), np.float64(-3.4614044531002097), np.float64(-3.461588803352872), np.float64(-3.4614674798396825), np.float64(-3.461639441806054), np.float64(-3.4615871773428983), np.float64(-3.4608134107375337), np.float64(-3.4608073935439077), np.float64(-3.4605539931232343), np.float64(-3.4603296203741882), np.float64(-3.4599920760003124), np.float64(-3.4591430172361015), np.float64(-3.460458183452327), np.float64(-3.4606368229427593), np.float64(-3.4605770011093284), np.float64(-3.459808892945439), np.float64(-3.459789043317495), np.float64(-3.459568809285358), np.float64(-3.4596815950344677), np.float64(-3.4594399704561587), np.float64(-3.46014056354369), np.float64(-3.459924349315571), np.float64(-3.4614263574891915), np.float64(-3.461650701981535), np.float64(-3.4614462842763), np.float64(-3.461057945451566), np.float64(-3.461106261738558), np.float64(-3.461021222798368), np.float64(-3.4610665058310657), np.float64(-3.4614703970154963), np.float64(-3.4615147570106064), np.float64(-3.461663512463245), np.float64(-3.462112429576049), np.float64(-3.4627125365652214), np.float64(-3.4624925147028387), np.float64(-3.462398866773688), np.float64(-3.4622516490029396), np.float64(-3.461555835561845), np.float64(-3.4626113002115364), np.float64(-3.4623332856191), np.float64(-3.462095011750826), np.float64(-3.4618350147002053), np.float64(-3.46209788825674), np.float64(-3.4619123686085107), np.float64(-3.4617523959092544), np.float64(-3.461841914486187), np.float64(-3.4624022035308695), np.float64(-3.4628875411787448), np.float64(-3.4622431544500465), np.float64(-3.461603352823569), np.float64(-3.4620602559663043), np.float64(-3.4619031552398454), np.float64(-3.4618997147952166), np.float64(-3.46170173193482), np.float64(-3.4611209998406585), np.float64(-3.460868234267866), np.float64(-3.4610099864543127), np.float64(-3.4603913483275157), np.float64(-3.458901868425829), np.float64(-3.4597297714665105), np.float64(-3.4590971267176567), np.float64(-3.458841698815612), np.float64(-3.458718936863842), np.float64(-3.458642305162501), np.float64(-3.4584740245088232), np.float64(-3.4586046490642692), np.float64(-3.458024263150411), np.float64(-3.4583956771101887), np.float64(-3.45841470296825), np.float64(-3.4588117080394305), np.float64(-3.459362937098968), np.float64(-3.459568145788679), np.float64(-3.4595064271562865), np.float64(-3.459493822154365), np.float64(-3.4595212983471813), np.float64(-3.4599628297417393), np.float64(-3.4597345303623026), np.float64(-3.459814380528382), np.float64(-3.459727288382771), np.float64(-3.459726842907915), np.float64(-3.459699266268311), np.float64(-3.4595128219956273), np.float64(-3.4594898273342345), np.float64(-3.4594038744772346), np.float64(-3.459378806069494), np.float64(-3.4594089784909894), np.float64(-3.459417256074672), np.float64(-3.459346990648301), np.float64(-3.460255905718274), np.float64(-3.460082030300204), np.float64(-3.4604398314021134), np.float64(-3.460281789367997), np.float64(-3.4607426040891207), np.float64(-3.461250893748444), np.float64(-3.461166586911405), np.float64(-3.4610136308797683), np.float64(-3.4611298740302), np.float64(-3.4619504766642333), np.float64(-3.462229078102494), np.float64(-3.4626112540480083), np.float64(-3.461882728907275), np.float64(-3.461722213815384), np.float64(-3.461828258916178), np.float64(-3.4612912836466574), np.float64(-3.461892078659621), np.float64(-3.4617741774237185), np.float64(-3.461628398720955), np.float64(-3.4616939761781342), np.float64(-3.461717941006502), np.float64(-3.4614806343488365), np.float64(-3.4609839232095405), np.float64(-3.460904438668604), np.float64(-3.460846214780421), np.float64(-3.4608673588115417), np.float64(-3.461207006210575), np.float64(-3.4607137132678725), np.float64(-3.4602545473809965), np.float64(-3.4612093762442138), np.float64(-3.4614676731255205), np.float64(-3.4612200731404537), np.float64(-3.4607501569985324), np.float64(-3.4607441611666125), np.float64(-3.460737785196077), np.float64(-3.4606984550946525), np.float64(-3.4605126584923305), np.float64(-3.460532069151119), np.float64(-3.4605334729905906), np.float64(-3.4605206084957976), np.float64(-3.4600319408673403), np.float64(-3.459977628550395), np.float64(-3.459853556373745), np.float64(-3.459668239287817), np.float64(-3.4596057387595227), np.float64(-3.4594372104715188)]"
Linear,"[np.float64(-3.388895614490335), np.float64(-3.4321326793522555), np.float64(-3.424562482179573), np.float64(-3.459757262951518), np.float64(-3.4660418585934956), np.float64(-3.448514804646262), np.float64(-3.4610298593965183), np.float64(-3.432276494340342), np.float64(-3.4513472981690203), np.float64(-3.4623879077192177), np.float64(-3.458703615663091), np.float64(-3.4594013999038182), np.float64(-3.4658726665509905), np.float64(-3.4797429466439755), np.float64(-3.469464388294603), np.float64(-3.467979603371039), np.float64(-3.4655464607441067), np.float64(-3.4584274373673356), np.float64(-3.4590474086753664), np.float64(-3.4726436921513946), np.float64(-3.4770042789576703), np.float64(-3.476962154678298), np.float64(-3.47099385066546), np.float64(-3.4731459659400947), np.float64(-3.472842368785569), np.float64(-3.470712390098975), np.float64(-3.461613829342504), np.float64(-3.4599893872795633), np.float64(-3.4559162326348405), np.float64(-3.4623706558081535), np.float64(-3.4584588800128646), np.float64(-3.4574066359204405), np.float64(-3.457848149049431), np.float64(-3.4567979727899774), np.float64(-3.4563002579386257), np.float64(-3.458437968239865), np.float64(-3.45768403302558), np.float64(-3.4596388394752475), np.float64(-3.4593082631825682), np.float64(-3.4591740983491315), np.float64(-3.4597128939138475), np.float64(-3.46177616245211), np.float64(-3.4637799748889204), np.float64(-3.4630479494212807), np.float64(-3.4668606642324136), np.float64(-3.471410577386913), np.float64(-3.470030771832941), np.float64(-3.468515442391097), np.float64(-3.46758133016911), np.float64(-3.466088966065965), np.float64(-3.464820611964882), np.float64(-3.462345031147915), np.float64(-3.462409871321438), np.float64(-3.46377153779053), np.float64(-3.4642416548019295), np.float64(-3.464262266719179), np.float64(-3.464616045489942), np.float64(-3.4634922563490296), np.float64(-3.462763326029952), np.float64(-3.460554527250002), np.float64(-3.46376531239492), np.float64(-3.4625264638883895), np.float64(-3.4605691705638213), np.float64(-3.460760298925991), np.float64(-3.460132626870882), np.float64(-3.464057746946893), np.float64(-3.4651044533809303), np.float64(-3.4656653058543068), np.float64(-3.4647845081646), np.float64(-3.465620551086227), np.float64(-3.4649746891081907), np.float64(-3.4631552026771404), np.float64(-3.461413616998115), np.float64(-3.460676035087208), np.float64(-3.4605876174805736), np.float64(-3.460514817069712), np.float64(-3.4599530960336473), np.float64(-3.4600109128572134), np.float64(-3.459475907385829), np.float64(-3.461585531359593), np.float64(-3.462883536602729), np.float64(-3.4605917316363985), np.float64(-3.460018190221972), np.float64(-3.4613465178388862), np.float64(-3.4613834921466573), np.float64(-3.4631385744975063), np.float64(-3.462395726254363), np.float64(-3.460745256404377), np.float64(-3.4616159134858373), np.float64(-3.46134628277908), np.float64(-3.4610644695340254), np.float64(-3.4611920999094377), np.float64(-3.462082525631577), np.float64(-3.4622895407296213), np.float64(-3.462426995545335), np.float64(-3.461836505160366), np.float64(-3.460507578910156), np.float64(-3.4608774827554525), np.float64(-3.4596128194237945), np.float64(-3.459928341702856), np.float64(-3.4619338331891756), np.float64(-3.4625912239827237), np.float64(-3.4628420381168716), np.float64(-3.4632527194046476), np.float64(-3.4646917626073996), np.float64(-3.4644419471837056), np.float64(-3.4645198797649073), np.float64(-3.46445821820537), np.float64(-3.4644290233639854), np.float64(-3.464296457134293), np.float64(-3.4641895445419006), np.float64(-3.464019501255537), np.float64(-3.464128403121273), np.float64(-3.465083493994996), np.float64(-3.465104505933251), np.float64(-3.464897492168401), np.float64(-3.4645074531067843), np.float64(-3.463462949197739), np.float64(-3.4628309324783073), np.float64(-3.4625642789464894), np.float64(-3.4615365448835984), np.float64(-3.461101732368168), np.float64(-3.4614483235049267), np.float64(-3.461677548371121), np.float64(-3.461309900967761), np.float64(-3.4608649955973707), np.float64(-3.461081121938097), np.float64(-3.4607166964700955), np.float64(-3.4608344734886805), np.float64(-3.460731934354155), np.float64(-3.46093166740346), np.float64(-3.45988882631618), np.float64(-3.4598521546448824), np.float64(-3.4599452907814383), np.float64(-3.460146415466916), np.float64(-3.460718482313313), np.float64(-3.460797519753921), np.float64(-3.4610438396852663), np.float64(-3.4608002121817147), np.float64(-3.4603477723897633), np.float64(-3.4605170427066696), np.float64(-3.4595630352451403), np.float64(-3.4592431456721675), np.float64(-3.4592105387493834), np.float64(-3.4589299644623397), np.float64(-3.458904970987968), np.float64(-3.4589559247863146), np.float64(-3.4580943118501795), np.float64(-3.4580359019637594), np.float64(-3.458125689105893), np.float64(-3.458341159673526), np.float64(-3.4582590348215483), np.float64(-3.4581784231067045), np.float64(-3.4588536852809773), np.float64(-3.459693681683068), np.float64(-3.4587538571447043), np.float64(-3.4586140882869003), np.float64(-3.45835540165333), np.float64(-3.4582138689264683), np.float64(-3.458077853394136), np.float64(-3.4579425989609005), np.float64(-3.4593339525844256), np.float64(-3.458495819845222), np.float64(-3.4582623673970243), np.float64(-3.4573462942246733), np.float64(-3.457355926811747), np.float64(-3.457440811759996), np.float64(-3.457430253096362), np.float64(-3.4574090636349863), np.float64(-3.457291562958396), np.float64(-3.4572070595527045), np.float64(-3.4577141175640937), np.float64(-3.4575963904347145), np.float64(-3.458672988596085), np.float64(-3.4597265416848266), np.float64(-3.4596951267807103), np.float64(-3.459032858122611), np.float64(-3.4589167721601797), np.float64(-3.459707659246085), np.float64(-3.4598466279113698), np.float64(-3.46003976902763), np.float64(-3.46158589916464), np.float64(-3.4619758456027254), np.float64(-3.4617094446597765), np.float64(-3.461708306244062), np.float64(-3.461778092289731), np.float64(-3.4633023388078508), np.float64(-3.4630473223824305), np.float64(-3.462930640626353), np.float64(-3.4631255609242775), np.float64(-3.4631895250331635), np.float64(-3.4631623659662276), np.float64(-3.4631553773019412), np.float64(-3.462924993913229), np.float64(-3.4635754787501885), np.float64(-3.463924953503607), np.float64(-3.464005576457046), np.float64(-3.4632843448319077), np.float64(-3.4636927518984146), np.float64(-3.4638708675037053), np.float64(-3.463846679135366), np.float64(-3.464432683350701), np.float64(-3.464120652603297), np.float64(-3.4633406942582416), np.float64(-3.463234337472451), np.float64(-3.463218006130287), np.float64(-3.4638091357145786), np.float64(-3.463654414977821), np.float64(-3.4635549991337964), np.float64(-3.463275448467132), np.float64(-3.4638471834926765), np.float64(-3.4642098007335855), np.float64(-3.464102810401509), np.float64(-3.4638811282825), np.float64(-3.463642943663861), np.float64(-3.4629865066556667), np.float64(-3.4628948508850614), np.float64(-3.462724413169669), np.float64(-3.4625043694621533), np.float64(-3.4625686416379393), np.float64(-3.4619197206511814), np.float64(-3.461683515304583), np.float64(-3.4620349850017185), np.float64(-3.4623285520163174), np.float64(-3.4623851287817526), np.float64(-3.462536438141849), np.float64(-3.461841114935007), np.float64(-3.4616756278903082), np.float64(-3.461498873998079), np.float64(-3.461178687237539), np.float64(-3.4608923342589577), np.float64(-3.4609704360297133), np.float64(-3.462144686914016), np.float64(-3.4616062780140444), np.float64(-3.4617215751894816), np.float64(-3.4617312032709044), np.float64(-3.4618243572832883), np.float64(-3.461816922603961), np.float64(-3.4619243471675576), np.float64(-3.4617357108374796), np.float64(-3.461413498043327), np.float64(-3.461356373418907), np.float64(-3.4611778596855105), np.float64(-3.460631663230229), np.float64(-3.4611293997530312), np.float64(-3.4620647671966784), np.float64(-3.461528342070669), np.float64(-3.4614218129325245), np.float64(-3.4619253562014514), np.float64(-3.461931459588145), np.float64(-3.4618703727904654), np.float64(-3.461758854795204), np.float64(-3.4628324293940214), np.float64(-3.4625844125633263), np.float64(-3.462915042308558), np.float64(-3.463689501378652), np.float64(-3.464202076258182), np.float64(-3.4641264278569404), np.float64(-3.4642163885011312), np.float64(-3.4636663955940463), np.float64(-3.464145761695331), np.float64(-3.4640436137651855), np.float64(-3.4641489317171406), np.float64(-3.4640046111763754), np.float64(-3.463506973819295), np.float64(-3.46300406278717), np.float64(-3.4624712850712474), np.float64(-3.4627896019206794), np.float64(-3.462203938442328), np.float64(-3.4621131869124335), np.float64(-3.462883699234512), np.float64(-3.462587801969522), np.float64(-3.463081170018678), np.float64(-3.4637187042064426), np.float64(-3.4637695931990917), np.float64(-3.464104614751366), np.float64(-3.464092996664423), np.float64(-3.4641693466187196), np.float64(-3.4642161349824168), np.float64(-3.46430565037144), np.float64(-3.464123005323936), np.float64(-3.4641201376129773), np.float64(-3.4636561561466044), np.float64(-3.4636556399110328), np.float64(-3.463559749210072), np.float64(-3.464179012765075), np.float64(-3.464125976953121), np.float64(-3.4647361482486128), np.float64(-3.4645256267029296), np.float64(-3.464583871103061), np.float64(-3.464448621678743), np.float64(-3.464311422874265), np.float64(-3.4642617284616612), np.float64(-3.464198221753101), np.float64(-3.464287438797699), np.float64(-3.464158975035194), np.float64(-3.4639817977404386), np.float64(-3.4645470978988326), np.float64(-3.4645583497977865), np.float64(-3.464645457631714)]"
Linear,"[np.float64(-3.5041439427548635), np.float64(-3.48675793837873), np.float64(-3.505408875098574), np.float64(-3.4901539016277114), np.float64(-3.4892943160767427), np.float64(-3.5106859739437795), np.float64(-3.491036602149072), np.float64(-3.5083253325191706), np.float64(-3.508464066994228), np.float64(-3.508423055917252), np.float64(-3.506087842574539), np.float64(-3.5066251284490244), np.float64(-3.48102473124428), np.float64(-3.4838930188891233), np.float64(-3.4814121752277156), np.float64(-3.472112161545872), np.float64(-3.4749165082442666), np.float64(-3.4727933020943595), np.float64(-3.4719493624202373), np.float64(-3.4820542909757437), np.float64(-3.4815516299838007), np.float64(-3.479009507855097), np.float64(-3.4819488146931743), np.float64(-3.474846080949538), np.float64(-3.4754742600946313), np.float64(-3.4695151957537225), np.float64(-3.471219517706854), np.float64(-3.4716536686118165), np.float64(-3.471394770344131), np.float64(-3.475115504659028), np.float64(-3.47486651137178), np.float64(-3.4806476505872883), np.float64(-3.4803865163553347), np.float64(-3.481452064018921), np.float64(-3.479400503173875), np.float64(-3.480611735387008), np.float64(-3.4790542475450197), np.float64(-3.47840698333673), np.float64(-3.47893098363513), np.float64(-3.4776839347127266), np.float64(-3.4785342045457064), np.float64(-3.481934733953901), np.float64(-3.4825990542101755), np.float64(-3.478778176553762), np.float64(-3.478308009996187), np.float64(-3.4744198029163478), np.float64(-3.4730173237566673), np.float64(-3.469583282908302), np.float64(-3.469959964005893), np.float64(-3.4688737827362432), np.float64(-3.4684303587205907), np.float64(-3.4720370435800225), np.float64(-3.472266821218569), np.float64(-3.471860990429776), np.float64(-3.4731954433465715), np.float64(-3.4731273746532896), np.float64(-3.472137588578783), np.float64(-3.4717108278857367), np.float64(-3.471787539713109), np.float64(-3.4715199767416873), np.float64(-3.4724581605882054), np.float64(-3.4726026325174715), np.float64(-3.471743859925275), np.float64(-3.4716824011049328), np.float64(-3.4706368589734726), np.float64(-3.473776521407217), np.float64(-3.475143576733016), np.float64(-3.472471201551927), np.float64(-3.473234812852695), np.float64(-3.473952094890291), np.float64(-3.473368414231474), np.float64(-3.475457114878539), np.float64(-3.474955985638683), np.float64(-3.475535333371637), np.float64(-3.4748607852727567), np.float64(-3.4732565468828938), np.float64(-3.4732908327354997), np.float64(-3.4715049127225717), np.float64(-3.473894659539149), np.float64(-3.474516828084991), np.float64(-3.4742964427510303), np.float64(-3.4735095335814954), np.float64(-3.4737714482735065), np.float64(-3.4741668083883788), np.float64(-3.4723749108790747), np.float64(-3.4714467315113637), np.float64(-3.4720168140160457), np.float64(-3.470317532054474), np.float64(-3.4697737719830775), np.float64(-3.4704555376380517), np.float64(-3.4703508560492144), np.float64(-3.471472362434084), np.float64(-3.4733966618359524), np.float64(-3.4739180845478215), np.float64(-3.473994988601345), np.float64(-3.473462391938509), np.float64(-3.475045731939698), np.float64(-3.4769153786157956), np.float64(-3.4768244433540074), np.float64(-3.4765404703756335), np.float64(-3.475814471585373), np.float64(-3.475529091547833), np.float64(-3.473956673208548), np.float64(-3.4738862454103243), np.float64(-3.4744027822815102), np.float64(-3.4743262512997886), np.float64(-3.474010171692264), np.float64(-3.4744843111760524), np.float64(-3.4743207376133824), np.float64(-3.4737797151728493), np.float64(-3.4738530368761715), np.float64(-3.474366190068068), np.float64(-3.47412229849858), np.float64(-3.4754304459718304), np.float64(-3.474124746184464), np.float64(-3.473594455428544), np.float64(-3.4735385765642137), np.float64(-3.473628451674445), np.float64(-3.4738473863564003), np.float64(-3.4740220781507336), np.float64(-3.4729219298369793), np.float64(-3.4715819798159018), np.float64(-3.4719607177167626), np.float64(-3.4735117588219007), np.float64(-3.475009614887087), np.float64(-3.4744448374798376), np.float64(-3.474388004846782), np.float64(-3.475134020358559), np.float64(-3.4746911798996774), np.float64(-3.474460822723217), np.float64(-3.4752253031026257), np.float64(-3.476937445411056), np.float64(-3.476702988394785), np.float64(-3.476407930497352), np.float64(-3.4766837992833874), np.float64(-3.4755922716677077), np.float64(-3.4754740395966657), np.float64(-3.475702884590704), np.float64(-3.4748046836643525), np.float64(-3.472999756126166), np.float64(-3.474088859329634), np.float64(-3.4738823121513507), np.float64(-3.4727785381401937), np.float64(-3.472886129733997), np.float64(-3.4724606654358237), np.float64(-3.472620541421766), np.float64(-3.472157359645484), np.float64(-3.472415489532164), np.float64(-3.47277928193599), np.float64(-3.4728233510789597), np.float64(-3.4727383537326784), np.float64(-3.474486758517224), np.float64(-3.4746102520737185), np.float64(-3.4741000491281637), np.float64(-3.4739616490417777), np.float64(-3.473740045868606), np.float64(-3.4727446831851676), np.float64(-3.4725860975889233), np.float64(-3.4723866766085356), np.float64(-3.4727574566836994), np.float64(-3.4730849327559685), np.float64(-3.473406483472444), np.float64(-3.473085426833179), np.float64(-3.472624102569755), np.float64(-3.47226342661963), np.float64(-3.471352053010568), np.float64(-3.47078471613529), np.float64(-3.4705949524900648), np.float64(-3.4718152464646828), np.float64(-3.471924946303524), np.float64(-3.4717032099503884), np.float64(-3.4708254573886324), np.float64(-3.4704080498132646), np.float64(-3.470475770456672), np.float64(-3.470833146914238), np.float64(-3.470519793319255), np.float64(-3.4696204496741423), np.float64(-3.470060428426363), np.float64(-3.469891277995888), np.float64(-3.469559813442487), np.float64(-3.4692178104645475), np.float64(-3.469283197824895), np.float64(-3.468527641772739), np.float64(-3.4685834674375915), np.float64(-3.4683310990527163), np.float64(-3.469314611351737), np.float64(-3.469064498244249), np.float64(-3.4682373146236465), np.float64(-3.467464237313723), np.float64(-3.467563891662305), np.float64(-3.4676286916424637), np.float64(-3.46797988122146), np.float64(-3.4678984494681586), np.float64(-3.4671580337686265), np.float64(-3.4672750373933665), np.float64(-3.4673907757872175), np.float64(-3.468275831817185), np.float64(-3.4682975104165816), np.float64(-3.4684071730196466), np.float64(-3.4680747599249555), np.float64(-3.4681955614149746), np.float64(-3.4678730557320705), np.float64(-3.4684392419797945), np.float64(-3.468134103618592), np.float64(-3.4681153318288755), np.float64(-3.467863463829242), np.float64(-3.4679194240543643), np.float64(-3.467744959642765), np.float64(-3.4690708096305416), np.float64(-3.468466471377596), np.float64(-3.4682363187636307), np.float64(-3.468183324069714), np.float64(-3.4685444369314418), np.float64(-3.4688686430843028), np.float64(-3.4689235909540903), np.float64(-3.4687085174945835), np.float64(-3.4694274487018077), np.float64(-3.469531845868298), np.float64(-3.4688058051973174), np.float64(-3.4697031373074125), np.float64(-3.469708146249334), np.float64(-3.468938885913337), np.float64(-3.468911405195456), np.float64(-3.4687622679852836), np.float64(-3.4685429500758405), np.float64(-3.4685621002087546), np.float64(-3.468637917275008), np.float64(-3.469144221533301), np.float64(-3.4689838918545615), np.float64(-3.4694024326528012), np.float64(-3.470238438546091), np.float64(-3.4710485403182316), np.float64(-3.4709466127743243), np.float64(-3.470993990704967), np.float64(-3.471225382654093), np.float64(-3.4709605189873978), np.float64(-3.471189554303833), np.float64(-3.471083930207457), np.float64(-3.47087943589373), np.float64(-3.470889943081791), np.float64(-3.470906493073106), np.float64(-3.470977745873652), np.float64(-3.471049761184478), np.float64(-3.4710258928191147), np.float64(-3.471693051459879), np.float64(-3.4713610877513528), np.float64(-3.4712132369457587), np.float64(-3.470925183546523), np.float64(-3.471074790111972), np.float64(-3.4710943323546832), np.float64(-3.47132444670324), np.float64(-3.471550733726472), np.float64(-3.470413518317706), np.float64(-3.470506613750609), np.float64(-3.470241731823359), np.float64(-3.47069729443092), np.float64(-3.470513421330521), np.float64(-3.4704092685896626), np.float64(-3.4704882893790163), np.float64(-3.470188997500675), np.float64(-3.470042421167184), np.float64(-3.469602977451143), np.float64(-3.469454645963297), np.float64(-3.469776885927213), np.float64(-3.469852322707057), np.float64(-3.4696469795178295), np.float64(-3.469434465587759), np.float64(-3.469452593459949), np.float64(-3.469426009507143), np.float64(-3.4693293996970525), np.float64(-3.4696328402765513), np.float64(-3.469709295414324), np.float64(-3.46938941504962), np.float64(-3.4690787930096842), np.float64(-3.4689426178245286), np.float64(-3.468989574423065), np.float64(-3.4690706356754673), np.float64(-3.4690829115474244), np.float64(-3.4690262503175164), np.float64(-3.468735226755599), np.float64(-3.4686727208855617), np.float64(-3.4681658042819308), np.float64(-3.468047325321675), np.float64(-3.467954403586898), np.float64(-3.4678869520218134), np.float64(-3.4673448491675956), np.float64(-3.4674854483429494), np.float64(-3.4675661223409797), np.float64(-3.467503556674223), np.float64(-3.4678716917329018), np.float64(-3.4679521895240963), np.float64(-3.467845831263716), np.float64(-3.468160549095164), np.float64(-3.468006363712779), np.float64(-3.467810848359128), np.float64(-3.467685886510834), np.float64(-3.467124929536923), np.float64(-3.4672060656233112), np.float64(-3.466682353539098), np.float64(-3.467089964838376)]"
