delta,std
0.13233356036207278,1.2590401375741358e-13
0.13418933826289114,0.06614412973436098
0.16082267771629466,0.024524110493819577
0.166490146678981,0.026463784881841968
0.176621724005793,0.017983305100461387
0.17788395511241406,0.018000009726415304
0.18037036611282664,0.015069964108194103
0.1815781084306085,0.014915753550287401
0.1792509684511554,0.013748526095431207
0.17506666905457147,0.012573141199345324
0.1702988940247816,0.011762032105021926
0.16408457497420548,0.01156651228249492
0.160853872593266,0.011269096472397475
0.15156967841564573,0.010803067429433846
0.14323896845215023,0.013668448425225549
0.1336778613426195,0.012450194910876991
0.12436598212978156,0.010977025036349425
0.11381520436508197,0.01137236091831869
0.10125027119433927,0.009833145603999754
0.09053017637720151,0.010268507238714805
0.07695815319743549,0.009098499252639662
0.06373301645053608,0.009363446812745348
0.050623951792086785,0.008075845951083375
0.033609354227324584,0.008359779849068806
0.01902029636665059,0.006094226554181079
0.005707232889303082,1.579774232746339e-12
