delta,std
0.1323352107723923,5.494087739157331e-06
0.16487547632144173,4.440892098500626e-16
0.14573713116991938,0.046106465241051886
0.15047680426265275,0.017682451570588783
0.13895169287257358,0.011392991624769297
0.1292490928337653,0.008364511615358205
0.1197428789253756,0.006707545772128909
0.11118769040611776,0.005033086565495128
0.10233006150730306,0.0053131911791267535
0.09243142080927047,0.004789656334676779
0.08182957687141634,0.00509499770887388
0.07072362925364573,0.005022417381916484
0.060057991883785355,0.005684450388164433
0.045348173788988255,0.005525043194735442
0.036348414599655765,0.003840251706563566
0.027853324802089574,0.0037598511174793737
0.020861995506889386,0.0030706308070814073
0.014267319050710991,0.0024511907820005375
0.009905450592423204,0.001321820091234424
0.006300499222203548,0.0009289240280627994
0.0037064865901728083,0.0007812262200900523
0.001371704907457083,0.0004845778159624468
9.54358306106684e-05,8.269452878560895e-05
7.114581856981772e-08,3.793213985349746e-08
3.7038482947338025e-08,8.881784197001252e-16
0.005708626661984795,0.0
