delta,std
7.28496277360475,22.700054154555254
1.2535325635281636,1.5534030162198527
0.8537688643517266,1.0487733701679056
0.6753858016716154,0.8597309798230323
0.591347787764774,0.7498493511768778
0.5592077480238086,0.707573595668624
0.5471752828820744,0.6876122074636348
0.510188123910337,0.6315804750908734
0.49247241430547795,0.618708935812476
0.46091881455702366,0.5811427910546773
0.43150352347773646,0.5557274150417134
0.3984249750135397,0.5277635243371885
0.3846760427761864,0.5029149253900028
0.34578210238289847,0.4616326718107088
0.33595294101868106,0.44523424126812605
0.3238962232042811,0.4175740405687626
0.3288155700782369,0.419855998978172
0.3182958681252988,0.4040646430074666
0.31689293358569487,0.4020884953628694
0.31490415379443343,0.39626503977165434
0.3070033116006657,0.3818479443988274
0.2976544724895557,0.36668657655245923
0.30249235083394793,0.3685739471756463
0.2917843042032802,0.36400547133723216
0.28726082845484174,0.36303689459401123
0.28194759228795196,0.35436464868888456
0.2719415261614144,0.34307649355273606
0.27010197036238637,0.33898002983752024
0.2679852095795527,0.33354632805529644
0.2610894546623556,0.32983324039756995
0.25776298778918677,0.32190496795149787
0.24934537617174563,0.31125835474088337
0.244032046259407,0.3037387597091709
0.2358571931548608,0.2943071958389688
0.23149859970092174,0.283813145178285
0.21735695638384603,0.27143916685439645
0.21736574016800425,0.266123841754044
0.20651060050487197,0.25809765176480537
0.20351808027010904,0.2520189041077648
0.20568647685738867,0.25377768893277014
0.20422796932513804,0.24933426145096366
0.20510811425126263,0.24807532766325013
0.20219038330288888,0.24878465012366707
0.19980088699644136,0.24478714406794422
0.19333701949904863,0.23918064522636115
0.1916902391484539,0.2341650851301688
0.18685873046300056,0.22732270895356402
0.18787068983624303,0.22863401365850988
0.18764912832101893,0.22699535376413998
0.18738914642415594,0.2265884185472298
0.1840873488739869,0.22138963512412127
0.17613339801908232,0.214648556601772
0.17482671525825286,0.21310916419436274
0.16671402772652655,0.2057738842397321
0.16480971860738894,0.20116385239837392
0.15991421606893808,0.1972416493602665
0.1611130665957587,0.2001354597691702
0.16236310021992267,0.19708987893463084
0.16132389035325417,0.19354071683414223
0.16213469083697735,0.19409780000291244
0.1655983072325968,0.1962092724437102
0.16361546599994853,0.19664058747045293
0.1631932291476391,0.1946134895472727
0.1555644908329634,0.18660386857384165
0.14989687240186284,0.18130773284398738
0.15020657984580793,0.1823955408591548
0.1512348901946495,0.18151289369524634
0.1506226888575248,0.18048840071186087
0.15099481842884388,0.1798567929282459
0.14903455424749112,0.17832910651223272
0.146016991701521,0.1753590602126785
0.14976421927094968,0.1765504247561175
0.14819790811780995,0.17483811560200688
0.14739953777717876,0.17431866500244025
0.14970679381634835,0.17500611812669972
0.14918389105703414,0.17557286669781602
0.14915946088984247,0.17537101380153822
0.15001798580622988,0.17445944477251857
0.15125393276846766,0.1749743106339892
0.1513434263952979,0.17294082187192866
0.1505293068947841,0.17343519939732518
0.14753984250105542,0.17203225771119696
0.14341867251279988,0.1702259160882158
0.14650437667555039,0.17331033341094476
0.14682379953524127,0.17056516797020038
0.14616138256976036,0.16773054619065766
