delta,std
1.0756843799818752,1.4557245508015384
0.5123246215200075,0.6875538044133251
0.3578490427652107,0.43560773107510486
0.2933397552096377,0.3469796530342887
0.2622985581324482,0.32347463475878396
0.24432077393733956,0.2970465534325954
0.22915712572964825,0.2938346665842424
0.20994992543489496,0.2592929620303887
0.2088643782225818,0.2509840141369509
0.2052990249822778,0.23603182974030582
0.19453460195411693,0.22696684824909727
0.19505649971203717,0.21540473743648933
0.18594559329192037,0.21121298253719503
0.1777754106908209,0.20356742767299266
0.17236880739505897,0.19725998581338458
0.17478234544052326,0.19067353265034725
0.1797665635410689,0.1954831814950258
0.1772274199366415,0.18714951170918243
0.1797443495113046,0.18775634783753295
0.17433533363500128,0.18598646275063807
0.1667219936341273,0.18353092438433755
0.162732426228252,0.1783596541413767
0.16575617562607564,0.17667063493208468
0.1678973114408902,0.17604411912398413
0.1636041577109437,0.17038853342773266
0.1637188939169296,0.16448814814466933
0.15869662741445503,0.16172796642896073
0.15618403223398672,0.1624598586843954
0.15834834191307032,0.1642482138844845
0.1558723843737328,0.16142801571725215
0.15875722168396053,0.16147874066483023
0.15485624137513102,0.15568232975819135
0.15276955359827607,0.15356816312031915
0.1508487296081211,0.15215015071327692
0.14759760885278314,0.14664861787492478
0.1409201346047485,0.14069720734855068
0.14330161514958056,0.13953476429347395
0.13752127534435724,0.13473693771379386
0.13690500315824158,0.1306307549876737
0.13774940481774187,0.1301430252799615
0.13667674152372267,0.1284374320318949
0.13508869690877873,0.12638574386466517
0.1305112049614293,0.12326088008215495
0.12948023679661128,0.12206562220993945
0.12789934347542695,0.11874986373732599
0.12738466506255047,0.1172082081004262
0.12793782543183524,0.11528281988772271
0.1292201281813833,0.11477522339980833
0.12786142201607106,0.11506755188204797
0.12894111451528445,0.11437407990791525
0.12750607409546663,0.11369586977707041
0.12419254321934148,0.11058117938340577
0.12419158657820502,0.11108666552638236
0.12036232169486089,0.10806811967363132
0.118455292529815,0.10570006341788074
0.11559810242600181,0.10276446918650378
0.11674960733915439,0.10294790242788486
0.11637468260286349,0.10102965766635984
0.11592472574227003,0.09969117698265881
0.11675181354799018,0.10043364169909107
0.11645900011654277,0.10135545713124185
0.11595979468628491,0.1017612780495862
0.11474456536448971,0.10132525509966422
0.11448505020944078,0.099086520871949
0.11314809492914199,0.09627218049480567
0.11593635076517739,0.09613534460953894
0.11673036672114584,0.09501731129011382
0.11528898310308261,0.09375696279839142
0.11626368834503051,0.09335200460286078
0.11607224687336627,0.09347155621642078
0.11545114459268796,0.09223596225763654
0.11646310251150192,0.09161418215517879
0.11888615628793328,0.09098327389184692
0.12049096222518602,0.09180321546434145
0.12014790667902744,0.09181625323267958
0.12147070515029151,0.0928066013971771
0.12088567153487198,0.0906170881299472
0.12135227667126273,0.08952421826283798
0.1208371193492344,0.08964499506880458
0.12015816605238093,0.08899376839285689
0.1215142914687083,0.08927030646198231
0.1202170322363542,0.0885919218012997
0.11960596269682958,0.08691409639523287
0.12024248889617573,0.08870141351933396
0.12021734822702662,0.08812772188832206
0.12120339615199598,0.08901729873806614
0.12146761615743319,0.09007443184707892
0.1228735499742184,0.09021762145609816
0.12258263983718588,0.08941954966950515
0.12106046384670649,0.08901192588265153
0.12126220997953645,0.08869505037866175
0.12116666938311457,0.08913061837790097
0.12140217756178924,0.08954492392844934
0.12100245354207825,0.08897751213554284
0.12059877406471213,0.08784752082265183
0.12048401383212454,0.0876839949567503
0.12061921216531196,0.08817251508832588
0.12230122177343095,0.0876032150751357
0.12208472437956694,0.08743363169471101
0.12143436822172876,0.08892904537282718
0.12184323746555205,0.08917751839969429
0.12266411009198536,0.08886418999290047
0.1220886732721214,0.08732426198075945
0.12157926279731765,0.08699691124221971
0.12152179764588623,0.08499208930754516
0.12243691356385668,0.08459390334382827
0.12317450863468299,0.08514838920667489
0.12270084971266361,0.08412886303225228
0.12284567995182857,0.08497303610253044
0.12285492917288686,0.08488111714657177
0.12277433297291437,0.08501311939411979
0.12350920685274343,0.08603480492694265
0.12357259779187181,0.08646187239988469
0.12335066664524973,0.08671470894947218
0.12271443012037189,0.08576427286363202
0.12293538668079357,0.08645202537843173
0.12323686574266439,0.08618141483629353
0.12406765866712056,0.08596573570893244
0.12394408805144674,0.08504979336947463
0.1233345166466333,0.08388477011428071
0.12246500495294399,0.08270851997888216
0.1214586863873832,0.08103973919964393
0.12168330154679786,0.08024010289121439
0.12147346956937213,0.07938287532609338
0.12159310250523767,0.07886441692429337
0.12232598831091301,0.0796977584423816
0.12259396550803672,0.08029162202119171
